axis,left_entry,right_entry,left_value,right_value,fixed_coordinate_1,fixed_coordinate_2,delta_ms,Delta_ms,b_s_mm2,correlation
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,7.0,25.0,12000.0,0.7051491445761162
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,10.0,30.0,0.0,
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,10.0,30.0,500.0,0.7868315037862279
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,10.0,30.0,1000.0,0.8222832395755376
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,10.0,30.0,1500.0,0.8565784548072473
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,10.0,30.0,2000.0,0.899237614028373
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,10.0,30.0,2500.0,0.9249773797883482
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,10.0,30.0,3000.0,0.8818908007994609
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,10.0,30.0,3500.0,0.6784254953109154
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,10.0,30.0,4000.0,0.4456375436906807
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,10.0,30.0,4500.0,0.443272829613296
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,10.0,30.0,5000.0,0.6273756003026582
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,10.0,30.0,5500.0,0.7713300082671393
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,10.0,30.0,6000.0,0.8207355305186136
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,10.0,30.0,6500.0,0.8253580321537173
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,10.0,30.0,7000.0,0.8189628948900629
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,10.0,30.0,7500.0,0.8203794052333503
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,10.0,30.0,8000.0,0.8392165761747468
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,10.0,30.0,8500.0,0.8754589041989654
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,10.0,30.0,9000.0,0.9188460032482437
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,10.0,30.0,9500.0,0.9514283445461416
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,10.0,30.0,10000.0,0.9547756702864413
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,10.0,30.0,10500.0,0.9198550303716679
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,10.0,30.0,11000.0,0.8535139930706453
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,10.0,30.0,11500.0,0.7759284778762016
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,10.0,30.0,12000.0,0.7103952502814419
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,12.0,36.0,0.0,
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,12.0,36.0,500.0,0.7892249828421308
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,12.0,36.0,1000.0,0.8645914635577523
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,12.0,36.0,1500.0,0.8887858562944032
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,12.0,36.0,2000.0,0.8848981863162272
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,12.0,36.0,2500.0,0.8590002460296902
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,12.0,36.0,3000.0,0.8387804883530113
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,12.0,36.0,3500.0,0.8469516470414695
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,12.0,36.0,4000.0,0.88186498039258
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,12.0,36.0,4500.0,0.9225769815558439
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,12.0,36.0,5000.0,0.9310938423338941
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,12.0,36.0,5500.0,0.8621677365793672
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,12.0,36.0,6000.0,0.7027504191981486
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,12.0,36.0,6500.0,0.49922180525664633
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,12.0,36.0,7000.0,0.31165710949328257
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,12.0,36.0,7500.0,0.16784454034238191
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,12.0,36.0,8000.0,0.06802461227142587
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,12.0,36.0,8500.0,0.0025606230041975903
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,12.0,36.0,9000.0,-0.03786147664914198
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,12.0,36.0,9500.0,-0.05854803610572985
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,12.0,36.0,10000.0,-0.06106487724362947
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,12.0,36.0,10500.0,-0.04544248236974895
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,12.0,36.0,11000.0,-0.012698996811954778
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,12.0,36.0,11500.0,0.03356713371082373
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,12.0,36.0,12000.0,0.08723147071142771
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,15.0,40.0,0.0,
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,15.0,40.0,500.0,0.61183392359473
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,15.0,40.0,1000.0,0.7450852327266481
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,15.0,40.0,1500.0,0.797092869609966
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,15.0,40.0,2000.0,0.8312532263409987
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,15.0,40.0,2500.0,0.823692244400661
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,15.0,40.0,3000.0,0.7851855600482508
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,15.0,40.0,3500.0,0.7605219116353934
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,15.0,40.0,4000.0,0.7587466869878209
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,15.0,40.0,4500.0,0.7648219249414021
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,15.0,40.0,5000.0,0.7600788095342966
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,15.0,40.0,5500.0,0.735872150939267
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,15.0,40.0,6000.0,0.6950700670833201
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,15.0,40.0,6500.0,0.6422226654355152
