configuration,n_ensembles,n_walkers,axis_walks,delta_ms,Delta_ms,b_s_mm2,n_cellular_entries,se_min,se_q05,se_q25,se_median,se_q75,se_q95,se_max,se_mean
"60 x 66,667",60,66667,12000060,12.0,36.0,6500.0,24,0.0001057178020347096,0.00012627543322365754,0.00017018367845892442,0.00020820798892627672,0.00024178199651991722,0.0013577138204566787,0.0016197228097797512,0.00032098315910971406
"60 x 66,667",60,66667,12000060,12.0,36.0,7000.0,24,0.00010204500015281106,0.00012428977541348202,0.00015708396730898085,0.00020846675283906323,0.00023885521207914337,0.0012808111163203776,0.0017443378470202628,0.0003110109163679396
"60 x 66,667",60,66667,12000060,12.0,36.0,7500.0,24,0.00011105129385942134,0.00012778247811833323,0.00015132489850724776,0.00020635082801325556,0.00022876942464232004,0.0011636361741639539,0.0018130589675664501,0.00030506359031983533
"60 x 66,667",60,66667,12000060,12.0,36.0,8000.0,24,0.0001287576403809364,0.00013616996248502254,0.00015651998393167012,0.0001966344699304028,0.00022834937552881,0.0011572349102680038,0.0017698258397461735,0.00030318087486645777
"60 x 66,667",60,66667,12000060,12.0,36.0,8500.0,24,0.000129968927675633,0.0001492173136600104,0.00016291848826111452,0.000186953131805041,0.00023915942701839576,0.0012947375042891745,0.001634019165352662,0.0003075095174950856
"60 x 66,667",60,66667,12000060,12.0,36.0,9000.0,24,0.00012967469356947893,0.00015203196301124682,0.0001738888248311175,0.00019352743235127471,0.0002477181827301603,0.0012294178966483767,0.001761886736646607,0.0003146761723794159
"60 x 66,667",60,66667,12000060,12.0,36.0,9500.0,24,0.0001332256004190225,0.0001513943731253145,0.00017947102759092093,0.000208526058747131,0.0002475724384740127,0.0009164243616617047,0.0020997437929770276,0.00031868422873295127
"60 x 66,667",60,66667,12000060,12.0,36.0,10000.0,24,0.00013882758078856002,0.0001548936198417924,0.000181297121618413,0.00021332659020198143,0.000245828344407944,0.0002867368160177709,0.0024447637061560195,0.00030668956556494445
"60 x 66,667",60,66667,12000060,12.0,36.0,10500.0,24,0.00013672454562672743,0.0001480022429199092,0.00018438051925735743,0.00022415668574416662,0.00025377558333337995,0.0005728479882554946,0.002770985914511117,0.00033665486344722006
"60 x 66,667",60,66667,12000060,12.0,36.0,11000.0,24,0.00011632932654288606,0.00015456112370801456,0.0001888003689835884,0.00022708411276108924,0.00025445484782054217,0.0009045548035141347,0.003064326194362308,0.00036590613284289845
"60 x 66,667",60,66667,12000060,12.0,36.0,11500.0,24,9.572087244638374e-05,0.00015840503434216003,0.00018480763059475328,0.0002271960547020647,0.00025235029437818967,0.0010464063803992411,0.003317394658894503,0.00038335983257139675
"60 x 66,667",60,66667,12000060,12.0,36.0,12000.0,24,7.853639815363895e-05,0.00015625168776132867,0.00018973834881329181,0.00022286462314713787,0.00025463729556683484,0.0011104988543368963,0.003526720975551194,0.00040311717027603403
"60 x 66,667",60,66667,12000060,15.0,40.0,0.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"60 x 66,667",60,66667,12000060,15.0,40.0,500.0,24,0.0001175653715114472,0.00012684717755691476,0.00015523207448570606,0.00017595715409184716,0.00019736483026713383,0.00022797880131055403,0.00024286712250897358,0.00017813220889441683
"60 x 66,667",60,66667,12000060,15.0,40.0,1000.0,24,0.0001649174213281298,0.00017726924947048908,0.0001919988330589308,0.00021074393575725494,0.00026612052880101346,0.0008961762457978289,0.0011675243322241925,0.00033875727547217634
"60 x 66,667",60,66667,12000060,15.0,40.0,1500.0,24,0.00017388723650871955,0.00018031222701031817,0.00021542226757043429,0.00023947076279408756,0.00027189888271932257,0.0008867796706653356,0.0018565645374840959,0.0003674505668978844
"60 x 66,667",60,66667,12000060,15.0,40.0,2000.0,24,0.00014222529729505584,0.00017404519877643344,0.0002045987960850596,0.0002504791209800175,0.0002778619875212958,0.001452512653902873,0.0022330168752359375,0.00037561675427484793
"60 x 66,667",60,66667,12000060,15.0,40.0,2500.0,24,0.00011020902184424369,0.00013856444375912947,0.00019644301724456892,0.00023723280347270534,0.0002794477652276194,0.0019227641028678032,0.0024243066409444223,0.0004585691025891226
"60 x 66,667",60,66667,12000060,15.0,40.0,3000.0,24,9.027916285583566e-05,9.820646298384282e-05,0.00019600494509593706,0.00023806738198058313,0.00027031041676801165,0.002090937349230495,0.0025265851409407287,0.0004581481624716416
"60 x 66,667",60,66667,12000060,15.0,40.0,3500.0,24,8.029276232552861e-05,9.543612637266651e-05,0.00018085813269309587,0.0002343594302615431,0.00026139436952606277,0.0023634296540515436,0.0025810186915760473,0.00044034950659059595
"60 x 66,667",60,66667,12000060,15.0,40.0,4000.0,24,9.87718170300279e-05,0.00010589142044612817,0.00016806584203462634,0.00020741341261059954,0.00025889109249471905,0.002240996550374672,0.002858481783276594,0.00041135498829300825
"60 x 66,667",60,66667,12000060,15.0,40.0,4500.0,24,9.4209337239586e-05,0.00011342551551440842,0.00016812060055612337,0.00020133329761729235,0.0002530015086408381,0.002284930789149952,0.0029872150758170285,0.00044992440627028216
"60 x 66,667",60,66667,12000060,15.0,40.0,5000.0,24,0.00010565961267819735,0.00011427969868565673,0.00017289402928364847,0.00019550786690522914,0.00025988874311591467,0.0022360731640632707,0.003001176678082994,0.00047339932199805533
"60 x 66,667",60,66667,12000060,15.0,40.0,5500.0,24,0.000105784024111485,0.0001249303988623946,0.0001753828592528746,0.000197811013383949,0.0002611679566444942,0.0021133167269073105,0.0029450300019903475,0.0004690139643241254
"60 x 66,667",60,66667,12000060,15.0,40.0,6000.0,24,0.0001032901355775723,0.00013725614648517473,0.0001787585923577761,0.0002026642400594022,0.00025748685157376964,0.0019223434924374803,0.002862000404344488,0.00045195436802021154
"60 x 66,667",60,66667,12000060,15.0,40.0,6500.0,24,0.0001099907540299157,0.00013974045865963915,0.00017381163379216066,0.00020437919003516434,0.0002537080077220945,0.0016689949788658786,0.002782800476913751,0.0004294815319305848
"60 x 66,667",60,66667,12000060,15.0,40.0,7000.0,24,0.00012122936537456025,0.00012887461347361244,0.00017167564866908295,0.0002051037962258388,0.00024751259027072203,0.001568942029612642,0.0027216707457190384,0.00040963701196235566
"60 x 66,667",60,66667,12000060,15.0,40.0,7500.0,24,0.00011581510154476701,0.00012997316170453938,0.0001746224704243065,0.00020722834045844535,0.0002483888290449764,0.001467894373296387,0.0026808886605029256,0.00038914680402365055
"60 x 66,667",60,66667,12000060,15.0,40.0,8000.0,24,0.00011311294248808815,0.00012753872116956513,0.00017611453271102118,0.00019986837340274383,0.00025922521216111786,0.0013936902552478822,0.002659103630768624,0.00036866195585652447
"60 x 66,667",60,66667,12000060,15.0,40.0,8500.0,24,0.00011771691107822318,0.00012107379860552555,0.0001779356090844887,0.0001963360003519496,0.00026559857818384,0.0014024489188966356,0.0026570762127987725,0.00036457693200055657
"60 x 66,667",60,66667,12000060,15.0,40.0,9000.0,24,0.00011858865220909012,0.00012795095614454428,0.00017185672648640518,0.00019945135185802133,0.0002724211501768577,0.0014399178029939797,0.002678028015608486,0.0003692025786245229
"60 x 66,667",60,66667,12000060,15.0,40.0,9500.0,24,0.00012693991038435876,0.0001322315692746201,0.00016582476278570717,0.00021242895908651867,0.0002747879496000305,0.0015936241104842735,0.0027242630097201897,0.0004140332196496019
"60 x 66,667",60,66667,12000060,15.0,40.0,10000.0,24,0.00011894628058641997,0.00013321831521927752,0.00016260238034337995,0.00022359794433335998,0.00027642544438137367,0.0017463237954682945,0.0027936963921091364,0.0004373577003993836
"60 x 66,667",60,66667,12000060,15.0,40.0,10500.0,24,8.751759777520074e-05,0.0001425569819545212,0.00017224819780580056,0.00021498518058860478,0.00027164717649974784,0.001926805682826724,0.002878976776850789,0.0004736414587097054
"60 x 66,667",60,66667,12000060,15.0,40.0,11000.0,24,5.92070583125895e-05,0.00015283300959704202,0.00017766336110355095,0.00021194869335155016,0.0002680811630255652,0.001923582368713564,0.002969396265197387,0.0004911755098647887
"60 x 66,667",60,66667,12000060,15.0,40.0,11500.0,24,4.823511762029877e-05,0.00015034831991414912,0.0001699749523265292,0.00021805801370150765,0.00026647119965850176,0.0018090229029006834,0.003053919066573596,0.0004911708662330627
"60 x 66,667",60,66667,12000060,15.0,40.0,12000.0,24,6.769691660116419e-05,0.00013109959653685805,0.00017201030324591118,0.00022577880271545811,0.0002695587202184501,0.0016090364334108112,0.003123592555501585,0.00047476819272296013
"60 x 66,667",60,66667,12000060,20.0,50.0,0.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"60 x 66,667",60,66667,12000060,20.0,50.0,500.0,24,9.59941978692181e-05,0.00012511568725683483,0.00013862383270682045,0.0001598411409902615,0.00019363651876152496,0.00024157051104681997,0.00024795447514152616,0.000169292327650066
"60 x 66,667",60,66667,12000060,20.0,50.0,1000.0,24,0.00014394829032173605,0.0001557040145992168,0.00017646419019232438,0.00019997114585901233,0.00024833959795579434,0.0015770119760528006,0.0019079218320425422,0.00038821089369352814
"60 x 66,667",60,66667,12000060,20.0,50.0,1500.0,24,0.00012903284811560938,0.00016153327158191023,0.00018861765939285418,0.00021784951113208126,0.00026214626347707853,0.002262190951286857,0.002644358902879933,0.00048132570796240317
"60 x 66,667",60,66667,12000060,20.0,50.0,2000.0,24,0.0001168105011650036,0.00014018609356185798,0.000193762470191425,0.00022440211009390037,0.0002530641840384173,0.0025151578777288268,0.003087918031327593,0.0005159327104446226
"60 x 66,667",60,66667,12000060,20.0,50.0,2500.0,24,0.00011933301239833148,0.00014157497459925958,0.0002006631607263797,0.00021814785309246963,0.000267049486952792,0.0025228274930139587,0.0034011150336781502,0.0005518943782958924
"60 x 66,667",60,66667,12000060,20.0,50.0,3000.0,24,0.00013067366933227983,0.0001448001800110937,0.00020706678034429949,0.000226985273930039,0.00026685569701224586,0.0023722436915052008,0.003460477311164703,0.0006341576107151264
"60 x 66,667",60,66667,12000060,20.0,50.0,3500.0,24,0.00014227724767518554,0.00014520887187371883,0.00020537955252899947,0.0002486533737784115,0.00026285389348458955,0.002116118276319656,0.0032628106090737937,0.0006355965337091461
"60 x 66,667",60,66667,12000060,20.0,50.0,4000.0,24,0.0001380053059200271,0.00014652860356412944,0.00020619243429408253,0.0002445847696699011,0.00041579632578927226,0.0019637144449698705,0.002935410289464182,0.0006058136519519039
"60 x 66,667",60,66667,12000060,20.0,50.0,4500.0,24,0.00012742654423435366,0.0001479184804901186,0.0002073886870261505,0.000245778909069817,0.0003796258113973304,0.0018231210432222151,0.0026370304877349512,0.0005221959618167657
"60 x 66,667",60,66667,12000060,20.0,50.0,5000.0,24,0.0001235257551549514,0.00014269781824036902,0.0002076063048081258,0.00024518301269557934,0.00027271969337384807,0.0017184202332340564,0.0024584166183743007,0.0004715926384839274
"60 x 66,667",60,66667,12000060,20.0,50.0,5500.0,24,0.00013251792173069304,0.00013755555158749154,0.00019946729202109876,0.00023036738615904169,0.00026229354132226547,0.0016536374284627183,0.002391943200554265,0.00041114071972861037
"60 x 66,667",60,66667,12000060,20.0,50.0,6000.0,24,0.00013596351594378985,0.00014530194304704553,0.00017064906778241066,0.0002223779882298769,0.0002502515799993391,0.0016501746278953225,0.002379772781461376,0.000391882196707604
"60 x 66,667",60,66667,12000060,20.0,50.0,6500.0,24,0.0001326621463773436,0.00013794795860276387,0.0001658720955278859,0.00020941836293365379,0.00024057959916466354,0.0016824936658585779,0.0023647316759210766,0.0003741317593992737
"60 x 66,667",60,66667,12000060,20.0,50.0,7000.0,24,0.0001319052287721686,0.00014139236309345272,0.000163446529703569,0.00019271803075965267,0.0002287547062511008,0.001710672079999902,0.0023047267869047024,0.0003551476379951735
"60 x 66,667",60,66667,12000060,20.0,50.0,7500.0,24,0.00013786367161129653,0.00013859630620688117,0.0001600928482473384,0.00018913962715942742,0.00022005872767653396,0.0017623086692006714,0.0021726742704616525,0.00034817223244443344
"60 x 66,667",60,66667,12000060,20.0,50.0,8000.0,24,0.00013244509304825372,0.00013856005389336257,0.00015376482744799676,0.00018821004730599204,0.00022957146653492932,0.0017042638116994374,0.002032003513631125,0.00033724329398283085
"60 x 66,667",60,66667,12000060,20.0,50.0,8500.0,24,0.0001371990586461229,0.00013925723028752538,0.0001507734740543603,0.0001827366303566846,0.0002419979166449536,0.0014486745694751988,0.0019759997436770275,0.0003219211099253877
"60 x 66,667",60,66667,12000060,20.0,50.0,9000.0,24,0.00013897762810963194,0.000142334569976727,0.00014759854244282414,0.0001749530674876119,0.00023700104146928816,0.0011306484652598644,0.0018486122264794035,0.0003020235717287245
"60 x 66,667",60,66667,12000060,20.0,50.0,9500.0,24,0.00012825359837721894,0.00013533506457104986,0.00015471158287555704,0.0001814320501906625,0.00022963350035168047,0.0008026215790415971,0.0016411586212966836,0.0003043580981348732
"60 x 66,667",60,66667,12000060,20.0,50.0,10000.0,24,0.0001115235914348655,0.00013207156911533344,0.00016068126832543772,0.00019190235005014933,0.00022967500197087476,0.001057851896218933,0.0013336395687356714,0.0002899761579142095
"60 x 66,667",60,66667,12000060,20.0,50.0,10500.0,24,9.767279381165701e-05,0.00012488664159558455,0.0001650799194158581,0.00020037107724946623,0.000234378923690631,0.0007701523645574682,0.0013807026987448126,0.0002711846758267381
"60 x 66,667",60,66667,12000060,20.0,50.0,11000.0,24,9.402196170176671e-05,0.00012005294863132513,0.00016551353144787965,0.00019580730750254864,0.0002480191292407008,0.000614720136796564,0.0015074289214167401,0.0002710085892583678
"60 x 66,667",60,66667,12000060,20.0,50.0,11500.0,24,0.00010536501956987687,0.00012076650266088343,0.00016147913881535932,0.00019492149940148832,0.00025172025125878367,0.0008800118721194821,0.0015604524961354825,0.00028827032169051817
"60 x 66,667",60,66667,12000060,20.0,50.0,12000.0,24,0.0001252345321228057,0.00012710895523112233,0.00015996923870605152,0.00020078494295381667,0.00025681082328665814,0.0010937442027521903,0.0015536712178952315,0.00030056826808694503
"60 x 66,667",60,66667,12000060,25.0,60.0,0.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"60 x 66,667",60,66667,12000060,25.0,60.0,500.0,24,0.00011700424529592934,0.00011852429253978465,0.00013985590850152069,0.0001565175940744661,0.00018450345290467365,0.00022798694761417437,0.00025090349006778835,0.0001630736892909042
"60 x 66,667",60,66667,12000060,25.0,60.0,1000.0,24,0.00013545717015082647,0.00015765768006932598,0.00018402108090326505,0.0002037542729644318,0.00022339579632835334,0.0016072297066029291,0.0025194305195556763,0.00036544953418162
"60 x 66,667",60,66667,12000060,25.0,60.0,1500.0,24,0.00014294202398510027,0.0001499364384953541,0.0001875531758065189,0.00020832552679919908,0.00023930262371415646,0.002444957229827635,0.003276380131980469,0.0004797628685791818
"60 x 66,667",60,66667,12000060,25.0,60.0,2000.0,24,0.00011260382546383762,0.0001515932172627618,0.00017968600021243036,0.00021688673068472,0.00023343060686224122,0.0026269747137639566,0.003429801962654998,0.0005127043076345355
"60 x 66,667",60,66667,12000060,25.0,60.0,2500.0,24,0.0001248252710950789,0.00013130164438027243,0.0001710605604625885,0.0002194901029363695,0.00024684057662158014,0.002472688394930923,0.003274437453106305,0.0005012724166590173
"60 x 66,667",60,66667,12000060,25.0,60.0,3000.0,24,9.905265138893206e-05,0.00013044451552786282,0.00017277493082936692,0.00022140412490410306,0.00025574601321423277,0.0021890040987265023,0.0029816447966306723,0.0004753573300802408
"60 x 66,667",60,66667,12000060,25.0,60.0,3500.0,24,9.892316827459402e-05,0.00012803433188353808,0.000186981205231116,0.00022796321125656479,0.00025793067599270877,0.0018298610937909137,0.002663723505855564,0.0004630874904870601
"60 x 66,667",60,66667,12000060,25.0,60.0,4000.0,24,0.00011870554272788234,0.00013547267981858837,0.0001756017440348036,0.00022101320788513428,0.00027803468139013537,0.0013674472255380678,0.0023614248118771935,0.00040127153201870397
"60 x 66,667",60,66667,12000060,25.0,60.0,4500.0,24,0.00013133694698332787,0.00014048530834379446,0.00017272047740120636,0.00021803432229695148,0.00027519549562781667,0.0007570516173019808,0.002062214016164983,0.00032126230273770627
"60 x 66,667",60,66667,12000060,25.0,60.0,5000.0,24,9.955048594210221e-05,0.0001441584443647944,0.00016818687800446494,0.00021479050234445113,0.00026433499113503116,0.00038017938127525753,0.001716421116440576,0.0002765196601756751
"60 x 66,667",60,66667,12000060,25.0,60.0,5500.0,24,9.073897173166724e-05,0.00013518925655656538,0.00017249787565778123,0.00020996456755765838,0.0002535799109057141,0.00028031257615327863,0.0012351583882021296,0.00024707111554541283
"60 x 66,667",60,66667,12000060,25.0,60.0,6000.0,24,9.973089715938667e-05,0.00012730314998963833,0.00017342103574432673,0.00020317977084365524,0.00023680693020056934,0.0002856092204050169,0.00028847073418178756,0.0002048273792136819
"60 x 66,667",60,66667,12000060,25.0,60.0,6500.0,24,0.00011228627306941069,0.00012187872220624767,0.00017656596080845314,0.0001993014302277131,0.00023505451055090575,0.00027384079542344284,0.0010957429326000753,0.00023581222780349253
"60 x 66,667",60,66667,12000060,25.0,60.0,7000.0,24,0.00011893931974786596,0.00012139651840505773,0.00016647870588745332,0.0001969918197980543,0.00024879873019665867,0.000269012326321599,0.0015251781920240283,0.0002514609899202902
"60 x 66,667",60,66667,12000060,25.0,60.0,7500.0,24,0.00012086431075916315,0.00012476840200975793,0.00015296379331719004,0.0001823956995104066,0.00024362220997942044,0.00026890918016616027,0.0017241968159252077,0.0002575507031848527
"60 x 66,667",60,66667,12000060,25.0,60.0,8000.0,24,0.0001243624258434745,0.0001280316730271066,0.00015461316565619374,0.00018683060610441305,0.00023922727804850832,0.00027208778501423576,0.0016889324612931556,0.0002541382532660298
"60 x 66,667",60,66667,12000060,25.0,60.0,8500.0,24,0.00011811267154269803,0.00011981782271179244,0.0001575466601272827,0.00018360509456125687,0.00023853976226896877,0.00027510306547054653,0.0013978191984911916,0.00024052131790189526
"60 x 66,667",60,66667,12000060,25.0,60.0,9000.0,24,0.00010622062253224691,0.00011014745870039469,0.0001541181706443721,0.00018650176099156365,0.0002412608688637698,0.00027681028307844914,0.0006963943783660837,0.0002101251469430374
"60 x 66,667",60,66667,12000060,25.0,60.0,9500.0,24,9.241156600264236e-05,0.00010074330661306943,0.00015954827696518613,0.00019522386317486046,0.00023501096402526333,0.00026769335903736445,0.000283321883601425,0.00019119614294913355
"60 x 66,667",60,66667,12000060,25.0,60.0,10000.0,24,8.115962793943083e-05,0.00010007330208457906,0.00016052687165054937,0.00019237515571866013,0.00023535980656951548,0.00025754631099681325,0.00028148075847721536,0.00018873496785948716
"60 x 66,667",60,66667,12000060,25.0,60.0,10500.0,24,7.795079823688086e-05,0.00010231709615666168,0.00015762474572863404,0.00018072142387305483,0.00022561483383596226,0.00025974443711206525,0.0002757479192634151,0.00018609600697429
"60 x 66,667",60,66667,12000060,25.0,60.0,11000.0,24,8.20831057019702e-05,0.00010201849413850512,0.00014616697916518734,0.0001818810097427021,0.00022928551391248388,0.00026491286894544166,0.00026670760206135057,0.00018351420548068904
"60 x 66,667",60,66667,12000060,25.0,60.0,11500.0,24,9.080886629373483e-05,9.568977000204877e-05,0.00013129658241143742,0.00017242127862669688,0.0002282113327837481,0.0002552361134770142,0.00027259335507485316,0.00018130677087351346
"60 x 66,667",60,66667,12000060,25.0,60.0,12000.0,24,8.352946312647455e-05,0.00010231564541946248,0.00013505822850252508,0.00018008903093125607,0.0002247832967068559,0.0002469110713701965,0.00027917753611462695,0.0001799045185007668
"60 x 66,667",60,66667,12000060,30.0,80.0,0.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"60 x 66,667",60,66667,12000060,30.0,80.0,500.0,24,0.00010830191029810541,0.0001164762160153332,0.00015384393454659676,0.0001903042368698187,0.00020300672154023865,0.00022868078861050596,0.0002443970731964586,0.0001795837822085067
"60 x 66,667",60,66667,12000060,30.0,80.0,1000.0,24,0.00013091522415236597,0.0001543762017901687,0.00018317441834428785,0.0002071946722986212,0.00023567732570361772,0.00027331340957044745,0.0023409280182922483,0.0002970752598066763
"60 x 66,667",60,66667,12000060,30.0,80.0,1500.0,24,9.741494431691748e-05,0.00013074567565033875,0.00018058997425000642,0.00021054325560472325,0.00026423936977423113,0.0005411792409271716,0.002742632436774631,0.0003281077616858587
"60 x 66,667",60,66667,12000060,30.0,80.0,2000.0,24,8.216617055407252e-05,0.0001146981789346142,0.00015001181920981332,0.00021916808790233754,0.0002545523157334029,0.0009680447419671904,0.002486655261246662,0.0003317960210822447
"60 x 66,667",60,66667,12000060,30.0,80.0,2500.0,24,8.337569439993333e-05,0.00010471196365324633,0.00014702601974984697,0.00021472771260880015,0.00023968180782742398,0.0008710443823719658,0.0020643566533329618,0.00031493206202881527
"60 x 66,667",60,66667,12000060,30.0,80.0,3000.0,24,0.00011373194108714639,0.00011875835326053151,0.00014618847645095533,0.00020215658701674667,0.0002283615923804715,0.0007652516443437812,0.0016113642033955715,0.00027724628236338965
"60 x 66,667",60,66667,12000060,30.0,80.0,3500.0,24,0.00011674450681242341,0.00012688529040746438,0.00015711199878770205,0.0002062249757332349,0.000228908415916022,0.00028065713266720027,0.001156582093620013,0.000235494804381998
"60 x 66,667",60,66667,12000060,30.0,80.0,4000.0,24,0.00011312070231654777,0.0001213774149845239,0.00016395580462708162,0.0002108390184592611,0.00023438208538645097,0.0002596773683992194,0.0007536714612147848,0.0002188370521432522
"60 x 66,667",60,66667,12000060,30.0,80.0,4500.0,24,0.00010276950780275261,0.00010972930531443363,0.00016189268880800308,0.00021042393851128453,0.0002337718486391344,0.0002707215016856354,0.0005734428145918774,0.00021013610981186073
"60 x 66,667",60,66667,12000060,30.0,80.0,5000.0,24,9.877571112380612e-05,0.00010298452588744575,0.00016769181440177947,0.0002051798460942283,0.00022143232721283016,0.0002826563929266723,0.0007538413527776571,0.00021539132787116443
"60 x 66,667",60,66667,12000060,30.0,80.0,5500.0,24,9.632495955000198e-05,0.00010241126373997683,0.0001713919746629678,0.0001958736400891714,0.00022360265334013567,0.0002838840978539599,0.0010740868213581492,0.0002257946628734824
"60 x 66,667",60,66667,12000060,30.0,80.0,6000.0,24,9.38110488196966e-05,0.00011119939707853718,0.0001642809093270596,0.00018944632883034242,0.00021739523542601356,0.0002758631006829486,0.0013807255341379515,0.000235420266304468
"60 x 66,667",60,66667,12000060,30.0,80.0,6500.0,24,0.0001062823735179219,0.00012328170024426783,0.00016398924197262566,0.00018361916874390426,0.00021974844119523163,0.0002622149832064344,0.001624454764208304,0.00024286023443833814
"60 x 66,667",60,66667,12000060,30.0,80.0,7000.0,24,0.00012588003781239686,0.00013274941724910136,0.000151421283387841,0.00018105087548687875,0.00021617258566561837,0.0002491533714465375,0.0017884699366865775,0.0002480016325675319
"60 x 66,667",60,66667,12000060,30.0,80.0,7500.0,24,0.00013219262432193944,0.00013847061487198717,0.00015867293487994587,0.00017739519051205346,0.00021261137621170965,0.00024048461145598064,0.0018728245120286904,0.0002511882111400957
"60 x 66,667",60,66667,12000060,30.0,80.0,8000.0,24,0.00012826092505616648,0.00013925574144622906,0.00015920045021193882,0.0001765330638629211,0.00021460943404900672,0.00023247717184636676,0.0018894277451558688,0.0002527263316841765
"60 x 66,667",60,66667,12000060,30.0,80.0,8500.0,24,0.00012132112237119179,0.0001294912837329827,0.00015596907568366834,0.00018299453115623045,0.00021942288103219025,0.00023765052894860698,0.0018565107151700107,0.0002527112654454226
"60 x 66,667",60,66667,12000060,30.0,80.0,9000.0,24,0.00010571104054944252,0.00012036511428268597,0.00016040449235590372,0.0001800891459624654,0.0002171833813448555,0.00025790489917318734,0.0017926134043139963,0.00025120916409334017
"60 x 66,667",60,66667,12000060,30.0,80.0,9500.0,24,8.116132911078733e-05,0.00012036022506279022,0.00015412471927752196,0.00018172774327891023,0.0002220432927912499,0.0002714926781957127,0.001712546227181016,0.0002484595477550498
"60 x 66,667",60,66667,12000060,30.0,80.0,10000.0,24,5.778925725419755e-05,0.00011523498422713052,0.00015171203381730795,0.00018070861071376864,0.00023589080726867917,0.0002761731804079072,0.0016266697694190223,0.0002449715056521185
"60 x 66,667",60,66667,12000060,30.0,80.0,10500.0,24,4.4683675221652346e-05,0.00010909218721909306,0.00015257224712675663,0.00018781595598472877,0.0002331332735541539,0.0002723513075560685,0.001542199039969231,0.00024153124166815314
"60 x 66,667",60,66667,12000060,30.0,80.0,11000.0,24,5.315184986486363e-05,0.00010296273977252353,0.00014936909987193003,0.000197177924555684,0.00023128350211547592,0.0002651947162955651,0.0014636668304495318,0.0002388862038332718
"60 x 66,667",60,66667,12000060,30.0,80.0,11500.0,24,7.569079360031821e-05,9.915882687442288e-05,0.0001478577802085571,0.00020252299537135601,0.00022990359782594136,0.0002732318456243478,0.0013908671683793693,0.00023681735635070573
"60 x 66,667",60,66667,12000060,30.0,80.0,12000.0,24,9.464154366922419e-05,0.00010344585508065007,0.00014971803262317263,0.00019971521175884271,0.0002271336910402764,0.0002807687374056756,0.0013155652425107494,0.00023465647898858463
"80 x 50,000",80,50000,12000000,5.0,15.0,0.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"80 x 50,000",80,50000,12000000,5.0,15.0,500.0,24,8.630091326763941e-05,9.355975826542363e-05,0.00015204423368131916,0.00017689550580267773,0.0001956615963847567,0.00023269056786196152,0.00027425981578195783,0.0001719435023194713
"80 x 50,000",80,50000,12000000,5.0,15.0,1000.0,24,0.00012848837630276196,0.00013411448235671114,0.00017661375087384747,0.00021754542063975163,0.0002680415456328051,0.0018282891137779227,0.0020735537464020124,0.00039851192016187475
"80 x 50,000",80,50000,12000000,5.0,15.0,1500.0,24,0.00012529789921610364,0.00012865170487907056,0.00017314009019346878,0.00023186348453217275,0.0002803001066474494,0.0018925107797181516,0.0028540829466454968,0.000512777802593468
"80 x 50,000",80,50000,12000000,5.0,15.0,2000.0,24,0.0001215665416732097,0.00012376394056755333,0.0001727156266381946,0.00021997898640357738,0.0002617400742359138,0.0017225729749240505,0.002701640915160104,0.0004929358159319387
"80 x 50,000",80,50000,12000000,5.0,15.0,2500.0,24,0.00013487126176937273,0.00015460067597762486,0.00017054582722762614,0.0002019766632897568,0.0002586798462981052,0.001453300235203191,0.0018291528669001282,0.0003814115954339911
"80 x 50,000",80,50000,12000000,5.0,15.0,3000.0,24,0.00011738297133982443,0.0001472976944987727,0.0001881086488509457,0.00020417895400336096,0.00024572265775180677,0.00027156041320471584,0.0002868679354926023,0.00021029391390047837
"80 x 50,000",80,50000,12000000,5.0,15.0,3500.0,24,8.27951427704328e-05,0.00013964795307780622,0.0001762406374242897,0.0002105661935458242,0.00022909719284834829,0.000256983754621449,0.0002616013790390285,0.0002017006522639658
"80 x 50,000",80,50000,12000000,5.0,15.0,4000.0,24,7.984418832972149e-05,0.0001333645544636177,0.00016978483858127565,0.00019078273031056188,0.00022466805436551694,0.0002586561373454426,0.0002823898872421152,0.00019551495406735736
"80 x 50,000",80,50000,12000000,5.0,15.0,4500.0,24,9.223368384961638e-05,0.00012693628607982882,0.00016266711927167995,0.00019399763065434836,0.0002185491831535079,0.00026542983485662906,0.00028810652319856314,0.00019377223837307688
"80 x 50,000",80,50000,12000000,5.0,15.0,5000.0,24,0.00010359347762709263,0.00011666222705090088,0.00015786084749069642,0.00020070993550779838,0.00021745458475152117,0.0002766216915468383,0.0002805473902757885,0.00019428205159638788
"80 x 50,000",80,50000,12000000,5.0,15.0,5500.0,24,0.00011150608144814424,0.00011679760230275343,0.0001542618343039346,0.00019611897646952604,0.00022758412198047007,0.00027546411182330263,0.000421180234966987,0.00019877503889761052
"80 x 50,000",80,50000,12000000,5.0,15.0,6000.0,24,0.00011123505265567606,0.00012201341977292435,0.00014562798945257565,0.00019182479684694569,0.00023514092680612778,0.0002787597085992334,0.0007208828104429112,0.0002075014211316865
