configuration,n_ensembles,n_walkers,axis_walks,delta_ms,Delta_ms,b_s_mm2,n_cellular_entries,se_min,se_q05,se_q25,se_median,se_q75,se_q95,se_max,se_mean
"20 x 200,000",20,200000,12000000,30.0,80.0,12000.0,24,9.46417802727876e-05,0.0001034461136949645,0.0001497184069177863,0.000199715711046248,0.0002271342588737942,0.00028076943932664174,0.00224175607621217,0.0002732482133287331
"40 x 100,000 (current)",40,100000,12000000,5.0,15.0,0.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"40 x 100,000 (current)",40,100000,12000000,5.0,15.0,500.0,24,8.630091326763941e-05,9.355975826542363e-05,0.00015204423368131916,0.00017689550580267773,0.0001956615963847567,0.00023269056786196152,0.00027425981578195783,0.0001719435023194713
"40 x 100,000 (current)",40,100000,12000000,5.0,15.0,1000.0,24,0.00012848837630276196,0.00013411448235671114,0.00017661375087384747,0.00021754542063975163,0.0002680415456328051,0.002567419600405833,0.002918204404270254,0.0004886973790817227
"40 x 100,000 (current)",40,100000,12000000,5.0,15.0,1500.0,24,0.00012529789921610364,0.00012865170487907056,0.00017314009019346878,0.00023186348453217275,0.0002803001066474494,0.0026606447137590018,0.004025946547003816,0.0006545300135388452
"40 x 100,000 (current)",40,100000,12000000,5.0,15.0,2000.0,24,0.0001215665416732097,0.00012376394056755333,0.0001727156266381946,0.00021997898640357738,0.0002617400742359138,0.002418902547130173,0.0038097761004553684,0.0006286095212538306
"40 x 100,000 (current)",40,100000,12000000,5.0,15.0,2500.0,24,0.00013487126176937273,0.00015460067597762486,0.00017054582722762614,0.0002019766632897568,0.0002586798462981052,0.002034548983124955,0.0025706549919513864,0.00046687022222504753
"40 x 100,000 (current)",40,100000,12000000,5.0,15.0,3000.0,24,0.00011738297133982443,0.0001472976944987727,0.0001881086488509457,0.00020417895400336096,0.00024572265775180677,0.00027156041320471584,0.0002868679354926023,0.00021029391390047837
"40 x 100,000 (current)",40,100000,12000000,5.0,15.0,3500.0,24,8.27951427704328e-05,0.00013964795307780622,0.0001762406374242897,0.0002105661935458242,0.00022909719284834829,0.000256983754621449,0.0002616013790390285,0.0002017006522639658
"40 x 100,000 (current)",40,100000,12000000,5.0,15.0,4000.0,24,7.984418832972149e-05,0.0001333645544636177,0.00016978483858127565,0.00019078273031056188,0.00022466805436551694,0.0002586561373454426,0.0002823898872421152,0.00019551495406735736
"40 x 100,000 (current)",40,100000,12000000,5.0,15.0,4500.0,24,9.223368384961638e-05,0.00012693628607982882,0.00016266711927167995,0.00019399763065434836,0.0002185491831535079,0.00026542983485662906,0.00028810652319856314,0.00019377223837307688
"40 x 100,000 (current)",40,100000,12000000,5.0,15.0,5000.0,24,0.00010359347762709263,0.00011666222705090088,0.00015786084749069642,0.00020070993550779838,0.00021745458475152117,0.0002766216915468383,0.0002805473902757885,0.00019428205159638788
"40 x 100,000 (current)",40,100000,12000000,5.0,15.0,5500.0,24,0.00011150608144814424,0.00011679760230275343,0.0001542618343039346,0.00019611897646952604,0.00022758412198047007,0.00027546411182330263,0.0005210107938616622,0.000202934645518222
"40 x 100,000 (current)",40,100000,12000000,5.0,15.0,6000.0,24,0.00011123505265567606,0.00012201341977292435,0.00014562798945257565,0.00019182479684694569,0.00023514092680612778,0.0002787597085992334,0.0009777580065899777,0.00021820455430448092
"40 x 100,000 (current)",40,100000,12000000,5.0,15.0,6500.0,24,0.00010989071397548605,0.00012003397886736991,0.000134245906719682,0.00018088878403884284,0.0002349420691940871,0.00026669055533257,0.0008781691314144607,0.0002098446361466631
"40 x 100,000 (current)",40,100000,12000000,5.0,15.0,7000.0,24,0.0001036920079414815,0.00011115338101418549,0.000142721066808908,0.0001741611927724272,0.00022546075514935063,0.0002515157621834602,0.00028728618497416005,0.00018251102522676222
"40 x 100,000 (current)",40,100000,12000000,5.0,15.0,7500.0,24,8.739333932195328e-05,0.00011404255433303332,0.00015093268680059984,0.0001766596819229999,0.00021205496060406855,0.00025062230893523665,0.00027663779069018996,0.0001811446737572367
"40 x 100,000 (current)",40,100000,12000000,5.0,15.0,8000.0,24,8.026387315467987e-05,0.00011417826663283657,0.00015394303176345994,0.00018244310407232022,0.00020830403932521133,0.0002445222559916173,0.00026469833354104727,0.00018073814791316162
"40 x 100,000 (current)",40,100000,12000000,5.0,15.0,8500.0,24,7.986915175444122e-05,0.00011152165862867501,0.00014753744883180215,0.00017884430012451356,0.0002178430120011882,0.00024189770000860645,0.00025249297686997905,0.0001805863235678721
"40 x 100,000 (current)",40,100000,12000000,5.0,15.0,9000.0,24,8.54571311557069e-05,0.00011010479380840142,0.00014103820229948883,0.00018558263493235653,0.00021992486968125315,0.0002421450934739864,0.0002608300536049035,0.00018045688914779888
"40 x 100,000 (current)",40,100000,12000000,5.0,15.0,9500.0,24,9.67550850685179e-05,0.00010892770681170702,0.0001350766846647875,0.00018683692058209684,0.00021892762123423273,0.0002398595623786032,0.00028349742724833986,0.0001805134583960155
"40 x 100,000 (current)",40,100000,12000000,5.0,15.0,10000.0,24,0.00010763628542692938,0.00011158574762164266,0.00013097392237347422,0.0001840743272900715,0.000216488360552665,0.00024068622645602873,0.0013531363907461026,0.00022474454273010112
"40 x 100,000 (current)",40,100000,12000000,5.0,15.0,10500.0,24,0.0001149681823384133,0.00012014453339010058,0.0001391889945248796,0.00018793227948738067,0.00021379047668615975,0.00023646870346951808,0.001865489373368741,0.00024666699810973775
"40 x 100,000 (current)",40,100000,12000000,5.0,15.0,11000.0,24,0.00012295988201776843,0.00012689311757562571,0.0001510040796026501,0.00018828477556387835,0.000209197170513029,0.00022772282188519754,0.002008379807290449,0.0002540648572370151
"40 x 100,000 (current)",40,100000,12000000,5.0,15.0,11500.0,24,9.867821016912907e-05,0.00012664817490576236,0.00014604905669889952,0.00019046290258048333,0.00021443005586503397,0.00023146868026893962,0.0018297840970911345,0.0002485099702004864
"40 x 100,000 (current)",40,100000,12000000,5.0,15.0,12000.0,24,7.832576466368829e-05,0.00011741886118159096,0.00015292191397535957,0.00019144100644070478,0.00022110775248248936,0.0002459271876986771,0.0012376476870969257,0.000225880427474713
"40 x 100,000 (current)",40,100000,12000000,7.0,25.0,0.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"40 x 100,000 (current)",40,100000,12000000,7.0,25.0,500.0,24,0.00011013099265869773,0.00013456199204783426,0.0001510889968531638,0.00017373735216723134,0.00018769202726857882,0.0002246239197395,0.00023142336487826538,0.00017231533479999822
"40 x 100,000 (current)",40,100000,12000000,7.0,25.0,1000.0,24,9.513511743296245e-05,0.000130537619591751,0.00016868987041511086,0.0001953453826731643,0.00024142921960823447,0.0004573452650187855,0.0023422075214936783,0.00029572090377109564
"40 x 100,000 (current)",40,100000,12000000,7.0,25.0,1500.0,24,9.210340575984121e-05,0.00014601833522623353,0.00016807004277829678,0.00019571964093533428,0.00026413970802409426,0.0011523080605370989,0.0037474017087009122,0.0003954744446288824
"40 x 100,000 (current)",40,100000,12000000,7.0,25.0,2000.0,24,0.00013641970490540736,0.000145611919250413,0.00017658174858870452,0.0002000742549227516,0.0002573752369637251,0.0018989013699838783,0.004272782375632695,0.00046055797980162493
"40 x 100,000 (current)",40,100000,12000000,7.0,25.0,2500.0,24,0.00015326038939005338,0.00016596785318464288,0.00018637181715457494,0.00020424347348176568,0.0002493711284320369,0.002420592703903078,0.004227121372572782,0.00048363673199961166
"40 x 100,000 (current)",40,100000,12000000,7.0,25.0,3000.0,24,0.0001426233716264957,0.000154139168865268,0.00019386200730055208,0.00020948324628551135,0.0002415777117144566,0.0024515083470563145,0.0038025057648351287,0.00046866163503403034
"40 x 100,000 (current)",40,100000,12000000,7.0,25.0,3500.0,24,0.00013440502685135776,0.00014111287647130638,0.0001888453948116918,0.00021442839224266236,0.00023103858773382394,0.0022546633077775084,0.0031784083173512327,0.00048214126393556297
"40 x 100,000 (current)",40,100000,12000000,7.0,25.0,4000.0,24,0.0001242030600169582,0.00013978175090837753,0.00017850557295326277,0.00020823388167623988,0.00023950205738417965,0.0022814601005491124,0.002539285424178721,0.00045454313348660476
"40 x 100,000 (current)",40,100000,12000000,7.0,25.0,4500.0,24,0.00011696001463850805,0.00014334683675974497,0.0001747385692943204,0.0002051424971128135,0.00023420313813459845,0.0016676996011443374,0.002652773107840551,0.0004030360654947713
"40 x 100,000 (current)",40,100000,12000000,7.0,25.0,5000.0,24,0.00011951959247714088,0.00014596540203238705,0.000183325692657796,0.00020390989232409466,0.00022540721350289438,0.0009335634837679127,0.002382138269955701,0.00034699001455830734
"40 x 100,000 (current)",40,100000,12000000,7.0,25.0,5500.0,24,0.00013283397697254305,0.00014783107338450145,0.00018710631531375463,0.00019414085609332149,0.00023531779452982935,0.00028506165013860926,0.0018589656450012447,0.00027354987902750383
"40 x 100,000 (current)",40,100000,12000000,7.0,25.0,6000.0,24,0.00015009717053922396,0.00015175122996384687,0.000176520270223802,0.00020827741519408193,0.00022992673341254197,0.00027516249484912426,0.0010139975983041343,0.00023776139082374998
"40 x 100,000 (current)",40,100000,12000000,7.0,25.0,6500.0,24,0.00015090557591052132,0.00015696513905302367,0.00016646532695633343,0.00020834737967381485,0.000231476024812871,0.00026740103708216737,0.00027463594473610734,0.0002055819383101588
"40 x 100,000 (current)",40,100000,12000000,7.0,25.0,7000.0,24,0.00013330247898907062,0.00015563906588105786,0.00016651323089767112,0.00019673591878184533,0.0002389357956124879,0.00026389418195559754,0.00027621636470727607,0.000202227630822937
"40 x 100,000 (current)",40,100000,12000000,7.0,25.0,7500.0,24,0.00012229044711029098,0.00014777389139725632,0.00016649133584558157,0.0001819163432671529,0.00023348948193288843,0.00026289470192766655,0.0009368834075554173,0.00022505162170720957
"40 x 100,000 (current)",40,100000,12000000,7.0,25.0,8000.0,24,0.0001274942310514734,0.0001349886452520866,0.00016643313576866452,0.00018658806009293704,0.00023148744370974538,0.0002623999587274599,0.0014739165687534287,0.00024329049770108264
"40 x 100,000 (current)",40,100000,12000000,7.0,25.0,8500.0,24,0.00011932188457027111,0.00013050614363188757,0.00016055878605207154,0.00017775820556420317,0.00022265044703422736,0.0002609863209326216,0.001607744232009077,0.00024566746359685245
"40 x 100,000 (current)",40,100000,12000000,7.0,25.0,9000.0,24,0.00010555164293917422,0.00013298999761619668,0.00015619537501254508,0.000175501056287357,0.00021889063980052675,0.0002638171891826667,0.0015272732867412427,0.0002399286814155941
"40 x 100,000 (current)",40,100000,12000000,7.0,25.0,9500.0,24,9.384816216244126e-05,0.00013194708976657112,0.00015373434498523758,0.00017871696718620714,0.00020818515888033884,0.00026655855963202515,0.001294228776855942,0.00022839515153217475
"40 x 100,000 (current)",40,100000,12000000,7.0,25.0,10000.0,24,8.570148288228128e-05,0.00011894627177080498,0.00015699570010187933,0.00017564810300367496,0.00021903939430390458,0.00026323828491470815,0.0008919783240470807,0.00021034409609653945
"40 x 100,000 (current)",40,100000,12000000,7.0,25.0,10500.0,24,8.330370673155277e-05,0.00011075399134702669,0.00015495363555412036,0.00017627972795560278,0.00022372725177775946,0.00025900353390774907,0.000286153369464563,0.0001846792564855825
"40 x 100,000 (current)",40,100000,12000000,7.0,25.0,11000.0,24,8.810554294671849e-05,0.00010776058593184135,0.00015653506516657444,0.00018209497752365674,0.00022172799587407538,0.00026223576414355544,0.000276801519502999,0.0001851642628031057
"40 x 100,000 (current)",40,100000,12000000,7.0,25.0,11500.0,24,9.958453429650456e-05,0.00010832516379857113,0.00016037811717659094,0.00018687803127362488,0.00021348612986582776,0.0002663627016911341,0.00026930855106265835,0.00018689383741024576
"40 x 100,000 (current)",40,100000,12000000,7.0,25.0,12000.0,24,0.00010266929258379789,0.00011952342365151856,0.00016052307024488758,0.0001933849424241886,0.00020857037918834442,0.00025962103721628986,0.00027729243488812,0.0001893187140406669
"40 x 100,000 (current)",40,100000,12000000,10.0,30.0,0.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"40 x 100,000 (current)",40,100000,12000000,10.0,30.0,500.0,24,0.00011168042706047549,0.00011496494852738773,0.00015561704171741548,0.0001739833086838516,0.00018988206476417893,0.00020820740844711654,0.000224807212609925,0.00017006478814233432
"40 x 100,000 (current)",40,100000,12000000,10.0,30.0,1000.0,24,0.00010917980794609946,0.00013877767025717466,0.00017418428085319627,0.00021070357713049516,0.0002436573356392118,0.0002735040671144012,0.0006161161991982812,0.000221308493367989
"40 x 100,000 (current)",40,100000,12000000,10.0,30.0,1500.0,24,0.00010393076102046373,0.00013487512403705486,0.00017407339269311195,0.00022414769749168274,0.00026487696773365985,0.001771027930341004,0.002388694334522396,0.0004003553145284096
"40 x 100,000 (current)",40,100000,12000000,10.0,30.0,2000.0,24,0.00011278510788777217,0.00013414718336939087,0.00017894354559196463,0.00022119378426097166,0.00026087772957095813,0.002745335720223471,0.003367805122095619,0.0004878702195272879
"40 x 100,000 (current)",40,100000,12000000,10.0,30.0,2500.0,24,0.00012947895247082883,0.0001346985756581534,0.0001785695591027202,0.0002179245621005251,0.000249650055273532,0.0029481456771998714,0.0037307012905754898,0.0005273528913508313
"40 x 100,000 (current)",40,100000,12000000,10.0,30.0,3000.0,24,0.0001308804893540225,0.00013539704322320498,0.00018395384819674626,0.00021883494134953006,0.00023715367109518483,0.002548177183467052,0.0036348127386485784,0.0005018798915539109
"40 x 100,000 (current)",40,100000,12000000,10.0,30.0,3500.0,24,0.00011616279903301745,0.00013605115776274706,0.0001810307745750471,0.00020128611662361992,0.0002416499731120799,0.001592692266714257,0.00321612272970174,0.00042949956791969225
"40 x 100,000 (current)",40,100000,12000000,10.0,30.0,4000.0,24,9.925587890555147e-05,0.00014298711858707784,0.00015734300380279657,0.00021274015711693014,0.00023747500732051576,0.0009331748373570892,0.0025800798973765163,0.00033336244498690477
"40 x 100,000 (current)",40,100000,12000000,10.0,30.0,4500.0,24,0.00010084116599978033,0.00010776910918230945,0.0001614107953788383,0.0002086604309800135,0.00023653059908223997,0.0007219927708388053,0.0017626665418571707,0.0002848905011416902
"40 x 100,000 (current)",40,100000,12000000,10.0,30.0,5000.0,24,8.021568775777908e-05,0.00010361975867490853,0.0001528919123379368,0.00020501900792083483,0.0002528873243374199,0.0002989528102390717,0.00042586369292300257,0.00020801527650822285
"40 x 100,000 (current)",40,100000,12000000,10.0,30.0,5500.0,24,9.011362840149956e-05,0.0001239920744211931,0.0001538036144383232,0.00020407273241626018,0.0002516085803617596,0.00028085636881866756,0.0008357500820800347,0.00022696250401785635
"40 x 100,000 (current)",40,100000,12000000,10.0,30.0,6000.0,24,0.00012631329178644534,0.0001326978889704877,0.00016973251428064486,0.00020391617333411,0.0002489895365293379,0.0002756832207852993,0.0014181536962963597,0.00025455142189482674
"40 x 100,000 (current)",40,100000,12000000,10.0,30.0,6500.0,24,0.00013809670456235278,0.00015884746847308695,0.0001808706610138104,0.00019813490758744832,0.0002487636366176216,0.0002763557763055635,0.0016239164754078754,0.0002649980444909838
"40 x 100,000 (current)",40,100000,12000000,10.0,30.0,7000.0,24,0.0001497758835177977,0.00015734253556628868,0.00018292374785357405,0.0001975224412747034,0.00024334104719480552,0.00027537933339224206,0.0015262472489884235,0.000260813172404437
"40 x 100,000 (current)",40,100000,12000000,10.0,30.0,7500.0,24,0.000148394114026427,0.0001502985991553652,0.00018089353644523554,0.00020630118737190455,0.00022984279547728085,0.00027298145761370967,0.0010641983721155013,0.00024045820684231965
"40 x 100,000 (current)",40,100000,12000000,10.0,30.0,8000.0,24,0.0001346016314510395,0.00014583901132077002,0.00017770529086866618,0.00020736358895671653,0.0002342866036156378,0.00027701912333404435,0.00028177988945068917,0.00020728290782522896
"40 x 100,000 (current)",40,100000,12000000,10.0,30.0,8500.0,24,0.00012527542021097989,0.00015021705115337054,0.00017958030099689504,0.000203951924875387,0.0002433936712159249,0.00026241924164673746,0.00028424814717083977,0.00020734322030837573
"40 x 100,000 (current)",40,100000,12000000,10.0,30.0,9000.0,24,0.0001158472710059677,0.0001415932905032606,0.000190136474522409,0.00021058907196230071,0.00024191368610768018,0.00025966293047281395,0.000286875662106849,0.00020857226302790343
"40 x 100,000 (current)",40,100000,12000000,10.0,30.0,9500.0,24,0.00010079115700635593,0.00012804970186718366,0.00019382252836372486,0.00021375492288987517,0.0002392589938658088,0.00026498326784736397,0.0002856761947427919,0.00021021887105012862
"40 x 100,000 (current)",40,100000,12000000,10.0,30.0,10000.0,24,8.016457485168709e-05,0.00011355324922172048,0.00019315661161680637,0.0002093676771084435,0.00025679409050539546,0.0002752628461175337,0.0002807672251285784,0.0002116968519145512
"40 x 100,000 (current)",40,100000,12000000,10.0,30.0,10500.0,24,6.527975682454178e-05,0.00010170246020580704,0.00018682990045597984,0.00020611879839917032,0.000261007184487155,0.0002840793797437651,0.00028597377484467087,0.00021314803620126987
"40 x 100,000 (current)",40,100000,12000000,10.0,30.0,11000.0,24,7.77572949084779e-05,9.278339563301426e-05,0.00017905558106600517,0.00021188604141904153,0.00026480709760714365,0.0005912355327385129,0.0015390190650487752,0.00029033012045445646
"40 x 100,000 (current)",40,100000,12000000,10.0,30.0,11500.0,24,8.572764132074744e-05,0.00011482073468988383,0.0001779015707868973,0.00022214802908319102,0.00025953583365003434,0.0008786857724865846,0.0022087467974337607,0.0003566234782801316
"40 x 100,000 (current)",40,100000,12000000,10.0,30.0,12000.0,24,8.911007919481434e-05,0.000125220544808434,0.00017802431024498415,0.00023112713590605984,0.00026511331696190673,0.001129966006387334,0.002645213673900561,0.0003647428447848148
"40 x 100,000 (current)",40,100000,12000000,12.0,36.0,0.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"40 x 100,000 (current)",40,100000,12000000,12.0,36.0,500.0,24,9.628584142562867e-05,0.0001245821109249645,0.00014413446440725934,0.00016645148393429777,0.00017891505982499834,0.0002124684541947044,0.00023874393474154578,0.00016494895771582398
"40 x 100,000 (current)",40,100000,12000000,12.0,36.0,1000.0,24,0.00011590599875604176,0.00015315696217088525,0.00019728712387234013,0.00022222084228088344,0.00023036583089659448,0.00028227011343795954,0.0002835727252995759,0.0002146546622254866
"40 x 100,000 (current)",40,100000,12000000,12.0,36.0,1500.0,24,0.00016162825047070711,0.00016666073457514882,0.00020792580346305488,0.00024224817309952156,0.0002623814391129226,0.00027317905508203157,0.0018571800117249697,0.00029918079367085264
"40 x 100,000 (current)",40,100000,12000000,12.0,36.0,2000.0,24,0.00013545639497631888,0.00014013591995034282,0.00019823018359022948,0.0002461859178327726,0.00028033121623350146,0.0003791515318636689,0.0023396998928356845,0.0003223843912345662
"40 x 100,000 (current)",40,100000,12000000,12.0,36.0,2500.0,24,8.889180670308301e-05,0.00012766596627988272,0.0001959549722015225,0.00021426391534668275,0.000270767773722581,0.0015030470493953903,0.0023457458945739147,0.000404687258711952
"40 x 100,000 (current)",40,100000,12000000,12.0,36.0,3000.0,24,0.0001217891851019935,0.0001406215065968257,0.00016698733966024105,0.00020528057075072355,0.00025796614351159377,0.0020152684167707145,0.0020268045392748827,0.0004255823266382934
"40 x 100,000 (current)",40,100000,12000000,12.0,36.0,3500.0,24,0.00012579090276842937,0.00014824025537602786,0.00018054229018585693,0.0001992371912075957,0.00024287778563400128,0.0020379644013067705,0.0022252455602494612,0.0004163390035615934
"40 x 100,000 (current)",40,100000,12000000,12.0,36.0,4000.0,24,0.00011424294399451092,0.00014779294636613774,0.00018017879544177427,0.00020455343539285377,0.0002429490739638244,0.0018145555429013483,0.002069766138666808,0.0003755739131989595
"40 x 100,000 (current)",40,100000,12000000,12.0,36.0,4500.0,24,0.0001236592977035916,0.0001423399712012203,0.0001849048673955839,0.00021179227469723757,0.00026187535806635766,0.0012778648290323966,0.0015633947280333214,0.00033476018855123027
"40 x 100,000 (current)",40,100000,12000000,12.0,36.0,5000.0,24,0.00013277003366675557,0.0001434657080806176,0.00017735480701164594,0.00021474634709735485,0.00027486737136244674,0.0007021223014508588,0.0016368401297655688,0.00030202651644484294
"40 x 100,000 (current)",40,100000,12000000,12.0,36.0,5500.0,24,0.00012169690048661834,0.00013374909633630098,0.00017616822300456578,0.00021317096259776018,0.00027088887555749613,0.0008868809731983336,0.0020008472856913873,0.0003310484601974227
"40 x 100,000 (current)",40,100000,12000000,12.0,36.0,6000.0,24,0.00011811543480807609,0.0001221875286123353,0.0001821920708657586,0.00020791756174912758,0.00025426052852836503,0.0010769236654259294,0.0020827249929106545,0.0003288105887377177
"40 x 100,000 (current)",40,100000,12000000,12.0,36.0,6500.0,24,0.00010571806632888433,0.000126275748911846,0.00017018410391758876,0.0002082085094455984,0.00024178260097415297,0.0016476021210953494,0.001973217405434948,0.000352206645622374
"40 x 100,000 (current)",40,100000,12000000,12.0,36.0,7000.0,24,0.00010204525526499256,0.00012429008613753213,0.00015708436001840822,0.00020846727400529387,0.00023885580921642716,0.0015490016137348977,0.0021265948709500685,0.0003400853242382672
"40 x 100,000 (current)",40,100000,12000000,12.0,36.0,7500.0,24,0.00011105157148730895,0.00012778279757412922,0.00015132527681902116,0.00020635134388968075,0.00022876999656516676,0.0014046788140692405,0.0022111327839231844,0.0003334662462119863
"40 x 100,000 (current)",40,100000,12000000,12.0,36.0,8000.0,24,0.000128757962274635,0.00013617030290950325,0.0001565203752311408,0.00019663496151596315,0.00022834994640153524,0.0013971171442963286,0.0021579525511187868,0.00033111218599103957
"40 x 100,000 (current)",40,100000,12000000,12.0,36.0,8500.0,24,0.00012996925259754606,0.00014921768670282827,0.00016291889555682606,0.00018695359918728628,0.00023916002491621596,0.0015671247396151285,0.0019908194060335865,0.0003357289495413811
"40 x 100,000 (current)",40,100000,12000000,12.0,36.0,9000.0,24,0.00012967501775580761,0.00015203234309067926,0.0001738892595526362,0.00019352791616925082,0.000247718802024843,0.0014868161800555553,0.0021481855756631117,0.0003433899727465926
"40 x 100,000 (current)",40,100000,12000000,12.0,36.0,9500.0,24,0.00013322593348260724,0.0001513947516107742,0.00017947147626792907,0.00020852658006162623,0.0002475730574043352,0.0010992360965583637,0.002563536610339033,0.00034697075468989694
"40 x 100,000 (current)",40,100000,12000000,12.0,36.0,10000.0,24,0.00013882792785707815,0.00015489400707535794,0.00018129757486065053,0.00021332712351779031,0.0002458289589780368,0.00028673753285891483,0.002987245943463106,0.00032929350417979414
"40 x 100,000 (current)",40,100000,12000000,12.0,36.0,10500.0,24,0.00013672488743766425,0.00014800261292505402,0.00018438098020807936,0.0002241572461351805,0.00025377621777154525,0.0006685262295651993,0.0033876065837045964,0.0003670379839886342
"40 x 100,000 (current)",40,100000,12000000,12.0,36.0,11000.0,24,0.00011632961736583889,0.00015456151011034082,0.00018880084098392088,0.0002270846804706615,0.00025445548395686655,0.001084019760258741,0.003747462674465576,0.0004031679393601841
"40 x 100,000 (current)",40,100000,12000000,12.0,36.0,11500.0,24,9.572111174826575e-05,0.00015840543035425088,0.00018480809261325226,0.0002271966226914915,0.000252350925253137,0.0012599134333641765,0.004057831310271889,0.0004246778763211622
"40 x 100,000 (current)",40,100000,12000000,12.0,36.0,12000.0,24,7.85365944943889e-05,0.00015625207839005978,0.0001897388231585709,0.00022286518030799929,0.000254637932159278,0.0013431734745761325,0.004314507528956157,0.00045032019141034676
"40 x 100,000 (current)",40,100000,12000000,15.0,40.0,0.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"40 x 100,000 (current)",40,100000,12000000,15.0,40.0,500.0,24,0.00011756566542450859,0.00012684749467446228,0.00015523246256540717,0.00017595759398418253,0.00019736532367859276,0.00022797937125684488,0.0002428677296760209,0.00017813265422438239
"40 x 100,000 (current)",40,100000,12000000,15.0,40.0,1000.0,24,0.00016491783362116775,0.0001772696926430588,0.00019199931305541345,0.00021074446261643576,0.0002661211941015039,0.0010784097455870901,0.0014152750820365376,0.00037318836947800244
"40 x 100,000 (current)",40,100000,12000000,15.0,40.0,1500.0,24,0.00017388767122626742,0.00018031267779032223,0.00021542280612543002,0.0002394713614702462,0.00027189956246567975,0.0010667231181869662,0.002264637229468665,0.0004042623354753212
"40 x 100,000 (current)",40,100000,12000000,15.0,40.0,2000.0,24,0.0001422256528578546,0.00017404563388888648,0.00020459930758141045,0.0002504797471770372,0.0002778626821753963,0.0017605499836162908,0.002727247789615552,0.00041131010657556306
"40 x 100,000 (current)",40,100000,12000000,15.0,40.0,2500.0,24,0.00011020929736645389,0.00013856479016980587,0.00019644350835149813,0.00023723339655397265,0.0002794484638461592,0.002345930710399332,0.0029621323387588627,0.0005181801098505976
"40 x 100,000 (current)",40,100000,12000000,15.0,40.0,3000.0,24,9.027938855346068e-05,9.820670849969339e-05,0.00019600543510768728,0.00023806797714829412,0.00027031109254320885,0.002552693211268448,0.0030876824108000377,0.0005180257815416346
"40 x 100,000 (current)",40,100000,12000000,15.0,40.0,3500.0,24,8.029296305718352e-05,9.54363649626842e-05,0.00018085858483786243,0.0002343600161593864,0.0002613950230111698,0.0028867238750017845,0.0031544920649333717,0.0004981087445529584
"40 x 100,000 (current)",40,100000,12000000,15.0,40.0,4000.0,24,9.87720639592618e-05,0.00010589168517434839,0.00016806626219870621,0.0002074139311434829,0.0002588917397216413,0.002729326381832954,0.0034949550950357593,0.00046181290244894866
"40 x 100,000 (current)",40,100000,12000000,15.0,40.0,4500.0,24,9.420957276263469e-05,0.00011342579907784276,0.00016812102085709938,0.00020133380094990722,0.00025300214114381907,0.0027899241243430142,0.0036528776084222988,0.0005128904838138833
"40 x 100,000 (current)",40,100000,12000000,15.0,40.0,5000.0,24,0.00010565987682689886,0.00011427998438454632,0.00017289446151818138,0.00019550835567428543,0.00025988939283696035,0.0027306312416508624,0.00367000356102472,0.0005420498854689534
"40 x 100,000 (current)",40,100000,12000000,15.0,40.0,5500.0,24,0.00010578428857121471,0.00012493071118800135,0.00017538329770947468,0.00019781150791086432,0.0002611686095635697,0.0025800831056354916,0.0036011298959167117,0.0005360607554828568
"40 x 100,000 (current)",40,100000,12000000,15.0,40.0,6000.0,24,0.00010329039380258848,0.00013725648962511204,0.0001787590392536984,0.00020266474671936903,0.00025748749529009397,0.0023454834021201967,0.003499271842831338,0.0005143481297339097
"40 x 100,000 (current)",40,100000,12000000,15.0,40.0,6500.0,24,0.00010999102900645706,0.0001397408080103491,0.00017381206832070198,0.00020437970098250075,0.00025370864199132095,0.0020338756869702043,0.0034021025410468316,0.000485679662659857
"40 x 100,000 (current)",40,100000,12000000,15.0,40.0,7000.0,24,0.00012122966844759486,0.00012887493565974338,0.00017167607785766815,0.00020510430898468843,0.0002475132090514242,0.0019106245171503448,0.003327096546613045,0.0004613497728624366
"40 x 100,000 (current)",40,100000,12000000,15.0,40.0,7500.0,24,0.00011581539108215895,0.0001299734866370375,0.00017462290697993688,0.0002072288585286489,0.0002483894500162728,0.0017857398561156098,0.003277053550577098,0.00043605572361847143
"40 x 100,000 (current)",40,100000,12000000,15.0,40.0,8000.0,24,0.0001131132252700909,0.00012753904001596951,0.00017611497299680262,0.00019986887307305276,0.00025922586022333817,0.001691715532044418,0.00325032031299694,0.0004100085058199945
"40 x 100,000 (current)",40,100000,12000000,15.0,40.0,8500.0,24,0.00011771720537013302,0.00012107410128964372,0.00017793605392295536,0.00019633649119133692,0.00026559924217945546,0.0016989604670094962,0.0032478323477762535,0.00040372711356164494
"40 x 100,000 (current)",40,100000,12000000,15.0,40.0,9000.0,24,0.00011858894868035005,0.0001279512760215348,0.00017185715612768433,0.00019945185048577768,0.00027242183122888185,0.00174513378193801,0.0032735431930717056,0.0004089777461982148
"40 x 100,000 (current)",40,100000,12000000,15.0,40.0,9500.0,24,0.00012694022773373804,0.00013223189985313007,0.00016582517734709594,0.00021242949015825254,0.00027478863656904583,0.0019409820159238117,0.003330277372460854,0.0004656216679929219
