axis,stencil_width_k,stencil_row,left_entry,center_entry,right_entry,context_1,context_2,delta_ms,Delta_ms,b_s_mm2,derivative,variance_derivative,covariance_of_entry_means,beta
rho,2,2,11,20,29,21.0,6.2962652107424715,15.0,40.0,10000.0,0.00571654610287043,2.251307925354607e-07,1.1633913577926178e-08,0.006889179165740252
rho,2,2,11,20,29,21.0,6.2962652107424715,15.0,40.0,10500.0,0.005344820073313204,2.3465002869437513e-07,1.0961187056886992e-08,0.008213994959929624
rho,2,2,11,20,29,21.0,6.2962652107424715,15.0,40.0,11000.0,0.004997502970230044,2.5071640065521336e-07,1.0063929853177063e-08,0.010038680275898356
rho,2,2,11,20,29,21.0,6.2962652107424715,15.0,40.0,11500.0,0.004658204415590908,2.7185433070383665e-07,8.960119566917608e-09,0.012528502683881755
rho,2,2,11,20,29,21.0,6.2962652107424715,15.0,40.0,12000.0,0.004317375563264045,2.9699193507600913e-07,7.672809707295851e-09,0.015933273020840633
rho,2,2,11,20,29,21.0,6.2962652107424715,20.0,50.0,0.0,0.0,0.0,0.0,
rho,2,2,11,20,29,21.0,6.2962652107424715,20.0,50.0,500.0,0.23220785086977275,4.1283402508981473e-07,1.8002157285637372e-08,7.656348369101421e-06
rho,2,2,11,20,29,21.0,6.2962652107424715,20.0,50.0,1000.0,0.22012470306248758,6.390867200384169e-07,2.8577572871147673e-08,1.3189314583640696e-05
rho,2,2,11,20,29,21.0,6.2962652107424715,20.0,50.0,1500.0,0.1690666572602733,6.943114386550274e-07,2.8741193656010247e-08,2.429060815746512e-05
rho,2,2,11,20,29,21.0,6.2962652107424715,20.0,50.0,2000.0,0.1244428995353519,6.495187464869032e-07,2.4006217782236184e-08,4.194222318501064e-05
rho,2,2,11,20,29,21.0,6.2962652107424715,20.0,50.0,2500.0,0.09203745946533404,5.668606309149789e-07,1.8206807661891917e-08,6.691863156435185e-05
rho,2,2,11,20,29,21.0,6.2962652107424715,20.0,50.0,3000.0,0.06948171277728864,4.870176982833321e-07,1.4093729244826754e-08,0.00010087968387393946
rho,2,2,11,20,29,21.0,6.2962652107424715,20.0,50.0,3500.0,0.05376926410112835,4.257159660650286e-07,1.2002054140221753e-08,0.00014724879618642546
rho,2,2,11,20,29,21.0,6.2962652107424715,20.0,50.0,4000.0,0.042634832326210806,3.8553114784794686e-07,1.0866412775729464e-08,0.00021209496202580352
rho,2,2,11,20,29,21.0,6.2962652107424715,20.0,50.0,4500.0,0.03454854000381376,3.6183766316993314e-07,9.885227523791354e-09,0.00030314776571997666
rho,2,2,11,20,29,21.0,6.2962652107424715,20.0,50.0,5000.0,0.02850829745233043,3.442963320792387e-07,9.059533339454469e-09,0.00042363304849076124
rho,2,2,11,20,29,21.0,6.2962652107424715,20.0,50.0,5500.0,0.023868192690624138,3.2150247340767647e-07,8.761098654544677e-09,0.000564345735761317
rho,2,2,11,20,29,21.0,6.2962652107424715,20.0,50.0,6000.0,0.020218885538464626,2.885121748737334e-07,9.139739554377926e-09,0.0007057480993796293
rho,2,2,11,20,29,21.0,6.2962652107424715,20.0,50.0,6500.0,0.01730331672068894,2.498102343937598e-07,9.926982186591392e-09,0.0008343562287952394
rho,2,2,11,20,29,21.0,6.2962652107424715,20.0,50.0,7000.0,0.01495668636187241,2.1488762122177351e-07,1.0662151723934708e-08,0.0009605956705497279
rho,2,2,11,20,29,21.0,6.2962652107424715,20.0,50.0,7500.0,0.013065737677477325,1.9151146309983068e-07,1.1003340829401055e-08,0.0011218296263297792
rho,2,2,11,20,29,21.0,6.2962652107424715,20.0,50.0,8000.0,0.011544002989719955,1.8234664698677144e-07,1.0838456450163403e-08,0.0013683113227032897
rho,2,2,11,20,29,21.0,6.2962652107424715,20.0,50.0,8500.0,0.010319217549903857,1.8576237830125927e-07,1.0201899857871912e-08,0.0017444728951577114
rho,2,2,11,20,29,21.0,6.2962652107424715,20.0,50.0,9000.0,0.009328707748775152,1.9829368395100407e-07,9.171274513001873e-09,0.0022785885253047986
rho,2,2,11,20,29,21.0,6.2962652107424715,20.0,50.0,9500.0,0.008518914487357872,2.164545907131506e-07,7.850899282619105e-09,0.002982622456552179
rho,2,2,11,20,29,21.0,6.2962652107424715,20.0,50.0,10000.0,0.00784616802657449,2.373442705333409e-07,6.404587021568985e-09,0.003855347629177936
rho,2,2,11,20,29,21.0,6.2962652107424715,20.0,50.0,10500.0,0.0072770001818111,2.58644825451282e-07,5.050053904289587e-09,0.004884262792226505
rho,2,2,11,20,29,21.0,6.2962652107424715,20.0,50.0,11000.0,0.00678733885686036,2.7867739486163175e-07,3.986159338677356e-09,0.006049265951500547
rho,2,2,11,20,29,21.0,6.2962652107424715,20.0,50.0,11500.0,0.006360691637358854,2.9666453170376197e-07,3.3016257929525695e-09,0.007332582247316967
rho,2,2,11,20,29,21.0,6.2962652107424715,20.0,50.0,12000.0,0.005985828183897616,3.1291718712375817e-07,2.9338526311042395e-09,0.008733351179911456
rho,2,2,11,20,29,21.0,6.2962652107424715,25.0,60.0,0.0,0.0,0.0,0.0,
rho,2,2,11,20,29,21.0,6.2962652107424715,25.0,60.0,500.0,0.24318172808576932,3.575006848434285e-07,1.8107305755910022e-08,6.045260186069025e-06
rho,2,2,11,20,29,21.0,6.2962652107424715,25.0,60.0,1000.0,0.23494586387460353,5.6122107367908e-07,2.5485501135021244e-08,1.0167129671621127e-05
rho,2,2,11,20,29,21.0,6.2962652107424715,25.0,60.0,1500.0,0.18425961483143322,5.751390335449612e-07,2.9469783762412436e-08,1.6939965648203538e-05
rho,2,2,11,20,29,21.0,6.2962652107424715,25.0,60.0,2000.0,0.13876680422551171,5.427781138143806e-07,3.125630174729362e-08,2.8187149189248588e-05
rho,2,2,11,20,29,21.0,6.2962652107424715,25.0,60.0,2500.0,0.1052019732502461,5.159358729087067e-07,2.9358641298835957e-08,4.66173898801405e-05
rho,2,2,11,20,29,21.0,6.2962652107424715,25.0,60.0,3000.0,0.0814844258512243,4.858079065890903e-07,2.490094516193063e-08,7.316701865025561e-05
rho,2,2,11,20,29,21.0,6.2962652107424715,25.0,60.0,3500.0,0.06463481913572476,4.448104967548895e-07,2.0208795084962924e-08,0.00010647360323468259
rho,2,2,11,20,29,21.0,6.2962652107424715,25.0,60.0,4000.0,0.05237525881982673,3.983549762117354e-07,1.6994094744893433e-08,0.00014521714108818993
rho,2,2,11,20,29,21.0,6.2962652107424715,25.0,60.0,4500.0,0.04320172133134845,3.560639315623016e-07,1.5581039214668233e-08,0.00019077694083966814
rho,2,2,11,20,29,21.0,6.2962652107424715,25.0,60.0,5000.0,0.036167486770220185,3.2646240052974504e-07,1.5117965562571714e-08,0.0002495723722915099
rho,2,2,11,20,29,21.0,6.2962652107424715,25.0,60.0,5500.0,0.0306759031194779,3.1511740357833396e-07,1.4406931597687545e-08,0.00033487110437280737
rho,2,2,11,20,29,21.0,6.2962652107424715,25.0,60.0,6000.0,0.02633582852564861,3.235718320178787e-07,1.2716604929545021e-08,0.0004665269493232047
rho,2,2,11,20,29,21.0,6.2962652107424715,25.0,60.0,6500.0,0.022873595593644908,3.4918730887924375e-07,1.0075056640722779e-08,0.0006674051814648884
rho,2,2,11,20,29,21.0,6.2962652107424715,25.0,60.0,7000.0,0.020084750404524853,3.8606962087987005e-07,7.02751516128822e-09,0.000957045864514632
rho,2,2,11,20,29,21.0,6.2962652107424715,25.0,60.0,7500.0,0.017810177829680765,4.267203880623538e-07,4.1960335932947366e-09,0.0013452620216191104
rho,2,2,11,20,29,21.0,6.2962652107424715,25.0,60.0,8000.0,0.0159251391797575,4.6403967087847644e-07,1.96686349506208e-09,0.0018297368595343489
rho,2,2,11,20,29,21.0,6.2962652107424715,25.0,60.0,8500.0,0.01433386395850081,4.932235078712952e-07,4.1661242595430247e-10,0.002400585679542683
rho,2,2,11,20,29,21.0,6.2962652107424715,25.0,60.0,9000.0,0.012965737050372373,5.128764462998454e-07,-5.955879437002515e-10,0.003050832296579496
rho,2,2,11,20,29,21.0,6.2962652107424715,25.0,60.0,9500.0,0.011771407619018119,5.248123092837163e-07,-1.2944327958808094e-09,0.0037874526787700495
rho,2,2,11,20,29,21.0,6.2962652107424715,25.0,60.0,10000.0,0.010718409088421008,5.326582459482659e-07,-1.890090313159817e-09,0.004636475798785889
rho,2,2,11,20,29,21.0,6.2962652107424715,25.0,60.0,10500.0,0.00978648017629854,5.400493569651894e-07,-2.529008858877171e-09,0.00563871847240302
rho,2,2,11,20,29,21.0,6.2962652107424715,25.0,60.0,11000.0,0.008963032624854844,5.49358454722554e-07,-3.28064223089658e-09,0.0068382639217336475
rho,2,2,11,20,29,21.0,6.2962652107424715,25.0,60.0,11500.0,0.008239266796872613,5.614344032255746e-07,-4.148110294853646e-09,0.008270311918381247
rho,2,2,11,20,29,21.0,6.2962652107424715,25.0,60.0,12000.0,0.00760732662199089,5.761380122285798e-07,-5.094762625334282e-09,0.009955484569376184
rho,2,2,11,20,29,21.0,6.2962652107424715,30.0,80.0,0.0,0.0,0.0,0.0,
rho,2,2,11,20,29,21.0,6.2962652107424715,30.0,80.0,500.0,0.2557693954654095,2.963094323421971e-07,1.4649962815680938e-08,4.529479751271174e-06
rho,2,2,11,20,29,21.0,6.2962652107424715,30.0,80.0,1000.0,0.25088097060628634,4.293995210737105e-07,2.4542324430164266e-08,6.822226174663863e-06
rho,2,2,11,20,29,21.0,6.2962652107424715,30.0,80.0,1500.0,0.19915448181749873,5.178467611979429e-07,2.3011338054579476e-08,1.3056329318734558e-05
rho,2,2,11,20,29,21.0,6.2962652107424715,30.0,80.0,2000.0,0.1518275144745841,6.174077104226585e-07,1.524973361481414e-08,2.678373158767756e-05
rho,2,2,11,20,29,21.0,6.2962652107424715,30.0,80.0,2500.0,0.1168373375337299,6.766005143723909e-07,7.634987092595648e-09,4.956430491141312e-05
rho,2,2,11,20,29,21.0,6.2962652107424715,30.0,80.0,3000.0,0.09223321162333525,6.953308854456553e-07,2.5606717103136247e-09,8.173665446730932e-05
rho,2,2,11,20,29,21.0,6.2962652107424715,30.0,80.0,3500.0,0.0748957357227191,7.016988996903204e-07,-4.1215583836454045e-10,0.00012509403834900934
rho,2,2,11,20,29,21.0,6.2962652107424715,30.0,80.0,4000.0,0.06239986507240926,7.122182678670258e-07,-2.2650899807355158e-09,0.00018291352007770176
rho,2,2,11,20,29,21.0,6.2962652107424715,30.0,80.0,4500.0,0.05312276650743724,7.280214207179378e-07,-3.4920336696374273e-09,0.00025797807031072427
rho,2,2,11,20,29,21.0,6.2962652107424715,30.0,80.0,5000.0,0.04601706973053066,7.436183553574315e-07,-4.079629697407959e-09,0.00035116577361274083
rho,2,2,11,20,29,21.0,6.2962652107424715,30.0,80.0,5500.0,0.04040443120128582,7.525196767705728e-07,-3.93441255465234e-09,0.0004609564175039888
rho,2,2,11,20,29,21.0,6.2962652107424715,30.0,80.0,6000.0,0.0358414370513732,7.500330736215123e-07,-3.2367986221529562e-09,0.0005838611603852566
rho,2,2,11,20,29,21.0,6.2962652107424715,30.0,80.0,6500.0,0.032038495150606146,7.353990126689743e-07,-2.44955092150686e-09,0.0007164383488854999
rho,2,2,11,20,29,21.0,6.2962652107424715,30.0,80.0,7000.0,0.028808470689748282,7.122962423712906e-07,-2.065801702753858e-09,0.0008582627126063953
rho,2,2,11,20,29,21.0,6.2962652107424715,30.0,80.0,7500.0,0.026031390853066095,6.8682672170254e-07,-2.340318479061212e-09,0.0010135669422167354
rho,2,2,11,20,29,21.0,6.2962652107424715,30.0,80.0,8000.0,0.02362910682685519,6.643195034745268e-07,-3.1779427275524245e-09,0.0011898230864839418
rho,2,2,11,20,29,21.0,6.2962652107424715,30.0,80.0,8500.0,0.02154743228834203,6.470224980585974e-07,-4.205610171556908e-09,0.0013935685377072216
rho,2,2,11,20,29,21.0,6.2962652107424715,30.0,80.0,9000.0,0.019744434286365912,6.336567997428869e-07,-4.949077898235043e-09,0.0016254166710188654
rho,2,2,11,20,29,21.0,6.2962652107424715,30.0,80.0,9500.0,0.01818365263829414,6.206137727900507e-07,-5.012863905643982e-09,0.0018769778878160327
rho,2,2,11,20,29,21.0,6.2962652107424715,30.0,80.0,10000.0,0.0168308869158125,6.040086670507457e-07,-4.198847225435508e-09,0.0021322060257851654
rho,2,2,11,20,29,21.0,6.2962652107424715,30.0,80.0,10500.0,0.015653201756792034,5.81613403269156e-07,-2.5461742479101255e-09,0.0023737120820210666
rho,2,2,11,20,29,21.0,6.2962652107424715,30.0,80.0,11000.0,0.014619061137777969,5.538127458673342e-07,-3.0164913527700677e-10,0.0025913375126518515
rho,2,2,11,20,29,21.0,6.2962652107424715,30.0,80.0,11500.0,0.013698914564254023,5.232703967111979e-07,2.1607690925040495e-09,0.002788392151036785
rho,2,2,11,20,29,21.0,6.2962652107424715,30.0,80.0,12000.0,0.01286594454694385,4.937041227412086e-07,4.444796887745174e-09,0.0029825202663797423
rho,3,0,3,18,33,19.0,6.2962652107424715,5.0,15.0,0.0,0.0,0.0,0.0,
rho,3,0,3,18,33,19.0,6.2962652107424715,5.0,15.0,500.0,0.13060629853978006,2.2342259666648848e-07,2.949270571797114e-08,1.3097815002852393e-05
rho,3,0,3,18,33,19.0,6.2962652107424715,5.0,15.0,1000.0,0.09856287819193399,2.5205824851811496e-07,2.9256540626528176e-08,2.5946223810164458e-05
rho,3,0,3,18,33,19.0,6.2962652107424715,5.0,15.0,1500.0,0.058674944285141827,2.2616983091669814e-07,1.3895229731129652e-08,6.56945438689183e-05
rho,3,0,3,18,33,19.0,6.2962652107424715,5.0,15.0,2000.0,0.03312385492205308,1.9979713931585123e-07,6.937136331831458e-09,0.00018209898206129123
rho,3,0,3,18,33,19.0,6.2962652107424715,5.0,15.0,2500.0,0.019029478634667158,1.8098362938159714e-07,8.13388494977434e-09,0.0004997876423629046
rho,3,0,3,18,33,19.0,6.2962652107424715,5.0,15.0,3000.0,0.011587793989355109,1.7343055216760736e-07,1.1310993647841418e-08,0.0012915882206910164
rho,3,0,3,18,33,19.0,6.2962652107424715,5.0,15.0,3500.0,0.0076572103986619205,1.7047077944351157e-07,1.3194852050455843e-08,0.0029074267774412185
rho,3,0,3,18,33,19.0,6.2962652107424715,5.0,15.0,4000.0,0.00552709754250541,1.6597588827195445e-07,1.3601227833362287e-08,0.0054331380909330455
rho,3,0,3,18,33,19.0,6.2962652107424715,5.0,15.0,4500.0,0.004319848627742186,1.6039018670908125e-07,1.329593034672572e-08,0.008594898159074467
rho,3,0,3,18,33,19.0,6.2962652107424715,5.0,15.0,5000.0,0.003591354446920941,1.5722163252018905e-07,1.2614160192625337e-08,0.012189777037950726
rho,3,0,3,18,33,19.0,6.2962652107424715,5.0,15.0,5500.0,0.003115051369158734,1.5854075572378306e-07,1.1383738759211713e-08,0.016338436642775542
rho,3,0,3,18,33,19.0,6.2962652107424715,5.0,15.0,6000.0,0.002772534253532763,1.6345625776562054e-07,9.488092471643579e-09,0.02126413451960793
rho,3,0,3,18,33,19.0,6.2962652107424715,5.0,15.0,6500.0,0.002499662057276263,1.6933993517766062e-07,7.218879050064031e-09,0.027101716195431454
rho,3,0,3,18,33,19.0,6.2962652107424715,5.0,15.0,7000.0,0.0022611750531741285,1.7375750966309946e-07,5.146487810428703e-09,0.03398405616128409
rho,3,0,3,18,33,19.0,6.2962652107424715,5.0,15.0,7500.0,0.002039275238132509,1.7567272685861027e-07,3.757240666053132e-09,0.04224279551522887
rho,3,0,3,18,33,19.0,6.2962652107424715,5.0,15.0,8000.0,0.0018277108790141752,1.7564602643417493e-07,3.1907348356726115e-09,0.05258033340938993
rho,3,0,3,18,33,19.0,6.2962652107424715,5.0,15.0,8500.0,0.0016270588971471836,1.7525381458877814e-07,3.2242132302985275e-09,0.06620044846926851
rho,3,0,3,18,33,19.0,6.2962652107424715,5.0,15.0,9000.0,0.0014401973938382392,1.7617849428110982e-07,3.455202225202511e-09,0.08493933422456096
rho,3,0,3,18,33,19.0,6.2962652107424715,5.0,15.0,9500.0,0.0012688411552198243,1.7948475367945174e-07,3.540891176417457e-09,0.11148413025183242
rho,3,0,3,18,33,19.0,6.2962652107424715,5.0,15.0,10000.0,0.0011121740650739574,1.8537840734991484e-07,3.3538618618660817e-09,0.1498696246727868
rho,3,0,3,18,33,19.0,6.2962652107424715,5.0,15.0,10500.0,0.0009676526447794788,1.93411278738817e-07,2.982643181765886e-09,0.20655838071993007
rho,3,0,3,18,33,19.0,6.2962652107424715,5.0,15.0,11000.0,0.0008330066846339642,2.028852229585443e-07,2.606507979108251e-09,0.2923838925000515
rho,3,0,3,18,33,19.0,6.2962652107424715,5.0,15.0,11500.0,0.0007080706111148403,2.1318537942683212e-07,2.344788281540756e-09,0.42521079204119305
rho,3,0,3,18,33,19.0,6.2962652107424715,5.0,15.0,12000.0,0.0005954577774486175,2.2388845458970387e-07,2.1760391599675024e-09,0.6314366045188021
rho,3,0,3,18,33,19.0,6.2962652107424715,7.0,25.0,0.0,0.0,0.0,0.0,
rho,3,0,3,18,33,19.0,6.2962652107424715,7.0,25.0,500.0,0.17645935858870962,2.8637995322839676e-07,2.9581710597036384e-08,9.19714897583847e-06
rho,3,0,3,18,33,19.0,6.2962652107424715,7.0,25.0,1000.0,0.14866422260255596,3.937294932183555e-07,4.5016442891747776e-08,1.781496688809644e-05
rho,3,0,3,18,33,19.0,6.2962652107424715,7.0,25.0,1500.0,0.09930182712388033,3.920441931067411e-07,3.0378854422187264e-08,3.975763539621037e-05
rho,3,0,3,18,33,19.0,6.2962652107424715,7.0,25.0,2000.0,0.06256095643395526,3.6297311191654347e-07,1.155581128520807e-08,9.274012899322095e-05
rho,3,0,3,18,33,19.0,6.2962652107424715,7.0,25.0,2500.0,0.039371210672886674,3.244179204121493e-07,7.45453020198768e-10,0.00020928943076102544
rho,3,0,3,18,33,19.0,6.2962652107424715,7.0,25.0,3000.0,0.02545205953357674,2.911638609933832e-07,-2.8759415528750465e-09,0.0004494605810812304
rho,3,0,3,18,33,19.0,6.2962652107424715,7.0,25.0,3500.0,0.01717404111413591,2.6849897754304775e-07,-3.181480417831232e-09,0.0009103274522703078
rho,3,0,3,18,33,19.0,6.2962652107424715,7.0,25.0,4000.0,0.012198515028462536,2.5355986043292523e-07,-2.6779196181994525e-09,0.0017039881604340328
rho,3,0,3,18,33,19.0,6.2962652107424715,7.0,25.0,4500.0,0.009136529894753265,2.4396187603931344e-07,-2.3679701434153037e-09,0.0029225328755020314
rho,3,0,3,18,33,19.0,6.2962652107424715,7.0,25.0,5000.0,0.007182946084621726,2.3862436375687407e-07,-2.423611984266749e-09,0.0046249769240786975
rho,3,0,3,18,33,19.0,6.2962652107424715,7.0,25.0,5500.0,0.005873761192808259,2.3552707347515786e-07,-2.560074870075498e-09,0.00682665986068076
rho,3,0,3,18,33,19.0,6.2962652107424715,7.0,25.0,6000.0,0.004943259182799339,2.3157281639530543e-07,-2.330452534751116e-09,0.00947678033253157
rho,3,0,3,18,33,19.0,6.2962652107424715,7.0,25.0,6500.0,0.004241384721399245,2.2396073911833525e-07,-1.4716549610824076e-09,0.012449633221740853
rho,3,0,3,18,33,19.0,6.2962652107424715,7.0,25.0,7000.0,0.0036849669418137455,2.1155305199477653e-07,-1.1054885015659857e-10,0.015579449323256502
rho,3,0,3,18,33,19.0,6.2962652107424715,7.0,25.0,7500.0,0.0032285184771271487,1.9562062699884388e-07,1.3214507152758434e-09,0.018767572145839437
rho,3,0,3,18,33,19.0,6.2962652107424715,7.0,25.0,8000.0,0.0028469134406130694,1.7951131925756683e-07,2.3628433987391475e-09,0.022148448693789836
rho,3,0,3,18,33,19.0,6.2962652107424715,7.0,25.0,8500.0,0.0025252790022569807,1.6721612342238092e-07,2.749495198754211e-09,0.02622161374605255
rho,3,0,3,18,33,19.0,6.2962652107424715,7.0,25.0,9000.0,0.0022531156586955503,1.6166591465998392e-07,2.4558500852606424e-09,0.031845750778531925
rho,3,0,3,18,33,19.0,6.2962652107424715,7.0,25.0,9500.0,0.0020209500877078025,1.6375490617205995e-07,1.5924393982461134e-09,0.040094347041778215
rho,3,0,3,18,33,19.0,6.2962652107424715,7.0,25.0,10000.0,0.0018187720605592503,1.723829591241913e-07,2.920912864313127e-10,0.05211200505801721
rho,3,0,3,18,33,19.0,6.2962652107424715,7.0,25.0,10500.0,0.0016359511192702268,1.851280416936635e-07,-1.3267902671303284e-09,0.0691721955771878
rho,3,0,3,18,33,19.0,6.2962652107424715,7.0,25.0,11000.0,0.0014623043004635308,1.9905405726240527e-07,-3.128519902098055e-09,0.09308839013400755
rho,3,0,3,18,33,19.0,6.2962652107424715,7.0,25.0,11500.0,0.0012897480839830556,2.1140568394737133e-07,-4.925330921856313e-09,0.12708868236448098
rho,3,0,3,18,33,19.0,6.2962652107424715,7.0,25.0,12000.0,0.0011138116727106356,2.2013666360730574e-07,-6.490948453442313e-09,0.1774470771064525
rho,3,0,3,18,33,19.0,6.2962652107424715,10.0,30.0,0.0,0.0,0.0,0.0,
rho,3,0,3,18,33,19.0,6.2962652107424715,10.0,30.0,500.0,0.19683884236605537,2.7821594454851203e-07,2.7393572375082712e-08,7.180594652467259e-06
rho,3,0,3,18,33,19.0,6.2962652107424715,10.0,30.0,1000.0,0.17379266219414105,4.1830497336146037e-07,4.608251663763152e-08,1.3849374409078064e-05
rho,3,0,3,18,33,19.0,6.2962652107424715,10.0,30.0,1500.0,0.12246082844681544,4.2554715463177307e-07,4.3083004510830473e-08,2.8376139126340705e-05
rho,3,0,3,18,33,19.0,6.2962652107424715,10.0,30.0,2000.0,0.0816345883860756,3.9714204968808567e-07,2.982990391483054e-08,5.959330315400999e-05
rho,3,0,3,18,33,19.0,6.2962652107424715,10.0,30.0,2500.0,0.05427658945361701,3.6301379423149433e-07,1.6783951858593022e-08,0.0001232247732073994
rho,3,0,3,18,33,19.0,6.2962652107424715,10.0,30.0,3000.0,0.036866022743401505,3.1886947287157725e-07,9.25292034965254e-09,0.00023461748254413739
rho,3,0,3,18,33,19.0,6.2962652107424715,10.0,30.0,3500.0,0.02592961397190025,2.6971317345910855e-07,6.444019337196012e-09,0.00040115301118312817
rho,3,0,3,18,33,19.0,6.2962652107424715,10.0,30.0,4000.0,0.0190267959613608,2.3126330417995807e-07,4.849958059071213e-09,0.0006388154401360371
rho,3,0,3,18,33,19.0,6.2962652107424715,10.0,30.0,4500.0,0.014591010148870246,2.1227477444555348e-07,2.1542472047439263e-09,0.0009970746368879529
rho,3,0,3,18,33,19.0,6.2962652107424715,10.0,30.0,5000.0,0.011650706960248858,2.0858837333743206e-07,-1.541318195861468e-09,0.0015366874319803522
rho,3,0,3,18,33,19.0,6.2962652107424715,10.0,30.0,5500.0,0.009616339072009098,2.1053501794566864e-07,-4.913041803667014e-09,0.0022766947463399574
rho,3,0,3,18,33,19.0,6.2962652107424715,10.0,30.0,6000.0,0.008138370532032643,2.1098162480859919e-07,-6.9686357445405185e-09,0.0031854420933058385
rho,3,0,3,18,33,19.0,6.2962652107424715,10.0,30.0,6500.0,0.007015157579583012,2.0790158737041033e-07,-7.66403893981694e-09,0.00422457420995973
rho,3,0,3,18,33,19.0,6.2962652107424715,10.0,30.0,7000.0,0.006133169887348308,2.028290037001994e-07,-7.610778078061676e-09,0.00539212644698122
rho,3,0,3,18,33,19.0,6.2962652107424715,10.0,30.0,7500.0,0.005428260146773123,1.981280805612518e-07,-7.470601860634584e-09,0.006723953888662249
rho,3,0,3,18,33,19.0,6.2962652107424715,10.0,30.0,8000.0,0.004861214659560211,1.9495718243742437e-07,-7.534153029410174e-09,0.008249918190031506
rho,3,0,3,18,33,19.0,6.2962652107424715,10.0,30.0,8500.0,0.004403471531013416,1.9263077192617676e-07,-7.658650621371601e-09,0.009934254440405325
rho,3,0,3,18,33,19.0,6.2962652107424715,10.0,30.0,9000.0,0.004030139203769591,1.8924032521724416e-07,-7.480833222548635e-09,0.011651278713742106
rho,3,0,3,18,33,19.0,6.2962652107424715,10.0,30.0,9500.0,0.00371790546642962,1.8291720074024076e-07,-6.713617130021956e-09,0.0132329862321081
rho,3,0,3,18,33,19.0,6.2962652107424715,10.0,30.0,10000.0,0.0034456730980329097,1.7300652907690328e-07,-5.351697394745394e-09,0.01457183848656909
rho,3,0,3,18,33,19.0,6.2962652107424715,10.0,30.0,10500.0,0.003196135495232227,1.6058928744035498e-07,-3.6964735315244537e-09,0.01572049462826942
rho,3,0,3,18,33,19.0,6.2962652107424715,10.0,30.0,11000.0,0.0029570721316757743,1.481426093828677e-07,-2.21502198764568e-09,0.016941667474379186
rho,3,0,3,18,33,19.0,6.2962652107424715,10.0,30.0,11500.0,0.00272177266536339,1.385539295750445e-07,-1.3279070466282442e-09,0.01870316697679164
rho,3,0,3,18,33,19.0,6.2962652107424715,10.0,30.0,12000.0,0.002488525090959404,1.3401594725200137e-07,-1.2415029336129214e-09,0.02164075620515152
rho,3,0,3,18,33,19.0,6.2962652107424715,12.0,36.0,0.0,0.0,0.0,0.0,
rho,3,0,3,18,33,19.0,6.2962652107424715,12.0,36.0,500.0,0.21361078243678142,2.7947523113335107e-07,1.596068517806533e-08,6.124871510879996e-06
rho,3,0,3,18,33,19.0,6.2962652107424715,12.0,36.0,1000.0,0.1954952416770016,4.3310952547884156e-07,3.128809210947928e-08,1.1332490220994233e-05
rho,3,0,3,18,33,19.0,6.2962652107424715,12.0,36.0,1500.0,0.14347613782629343,4.365155748783628e-07,3.9330984171516884e-08,2.1205103121914827e-05
rho,3,0,3,18,33,19.0,6.2962652107424715,12.0,36.0,2000.0,0.09993111549036784,4.049277704246304e-07,3.77100877033301e-08,4.05486212396425e-05
rho,3,0,3,18,33,19.0,6.2962652107424715,12.0,36.0,2500.0,0.06948772108039812,3.857897348596867e-07,2.721397739664922e-08,7.989774646779857e-05
rho,3,0,3,18,33,19.0,6.2962652107424715,12.0,36.0,3000.0,0.04925922972365995,3.7481330833103883e-07,1.373271477939424e-08,0.00015446844334835849
rho,3,0,3,18,33,19.0,6.2962652107424715,12.0,36.0,3500.0,0.035932817962449466,3.6083836225254974e-07,2.1486679110718943e-09,0.0002794667526254348
rho,3,0,3,18,33,19.0,6.2962652107424715,12.0,36.0,4000.0,0.0270568543738867,3.4142439813291584e-07,-5.896452775462875e-09,0.0004663800279763194
rho,3,0,3,18,33,19.0,6.2962652107424715,12.0,36.0,4500.0,0.021016793059318164,3.176567065643645e-07,-1.0449527324251624e-08,0.0007191593527400827
rho,3,0,3,18,33,19.0,6.2962652107424715,12.0,36.0,5000.0,0.01679561207392623,2.8998169870894315e-07,-1.192038945262419e-08,0.0010279663989497122
rho,3,0,3,18,33,19.0,6.2962652107424715,12.0,36.0,5500.0,0.013760941753972297,2.596630818852588e-07,-1.0923963217609905e-08,0.001371241328254655
rho,3,0,3,18,33,19.0,6.2962652107424715,12.0,36.0,6000.0,0.011516844997792373,2.302518499233316e-07,-8.438181534455248e-09,0.0017359454925382368
rho,3,0,3,18,33,19.0,6.2962652107424715,12.0,36.0,6500.0,0.009811300210735641,2.0634605290475315e-07,-5.646805267625342e-09,0.0021435964866191315
rho,3,0,3,18,33,19.0,6.2962652107424715,12.0,36.0,7000.0,0.008481727239155735,1.9124326327491652e-07,-3.517495433548414e-09,0.002658382942351706
rho,3,0,3,18,33,19.0,6.2962652107424715,12.0,36.0,7500.0,0.007422966837802077,1.8545464835860377e-07,-2.471367916210479e-09,0.003365756417723266
rho,3,0,3,18,33,19.0,6.2962652107424715,12.0,36.0,8000.0,0.0065672572501538715,1.866800905904846e-07,-2.3650683061178082e-09,0.004328425487558787
rho,3,0,3,18,33,19.0,6.2962652107424715,12.0,36.0,8500.0,0.005870597919290231,1.909590076551895e-07,-2.72927521722204e-09,0.005540838304034709
