delta_ms,Delta_ms,b_s_mm2,n,min,q05,q25,median,q75,q95,max,mean
20.0,50.0,11500.0,39,0.000161904481817948,0.00017392142496077022,0.000189779183946008,0.00020059871781490825,0.00022380147756342601,0.0002510146183095496,0.00026285139606595703,0.0002060372453608348
20.0,50.0,12000.0,39,0.0001619935908567522,0.00017208952947000793,0.00018551025626826443,0.00020203782274938963,0.00022144195454611143,0.00025518272843139166,0.0002662520307685771,0.00020597520306832185
25.0,60.0,0.0,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,60.0,500.0,39,0.00015504187149309296,0.00017212825594636785,0.0002026557279266573,0.00021851582398716308,0.0002582602367467667,0.00036730249483679796,0.00036820169230341194,0.00024141079611601502
25.0,60.0,1000.0,39,0.00017936967479354536,0.0001834166456552632,0.0002326917244813325,0.0002608485799252183,0.000323786733725061,0.0004661781197644811,0.0004932030940676739,0.00029268007063766355
25.0,60.0,1500.0,39,0.00019620594642746913,0.00020484228911303904,0.00024676157075332304,0.0002780005821070135,0.0003344197467661812,0.0004838722646234919,0.0005224222769565851,0.0003038987570213826
25.0,60.0,2000.0,39,0.00021906532970534598,0.0002243702134965243,0.0002566292501752117,0.0002819114753592796,0.0003294310715057007,0.00046648290886577,0.00051103308090329,0.000302291773984009
25.0,60.0,2500.0,39,0.00020309738823947462,0.0002315509101999253,0.00025558762605799553,0.00027318126265679963,0.0003158711926604218,0.00043555169334541147,0.00048095879234467167,0.0002932979473994901
25.0,60.0,3000.0,39,0.0001832548462869822,0.00022047789182009258,0.00024972526219628016,0.0002597454927615909,0.00030518486324488097,0.00039952670666611287,0.0004422027999626284,0.00027978600778852435
25.0,60.0,3500.0,39,0.0001744091387534226,0.00021257838211599452,0.0002403136316966994,0.00025212672866942485,0.00029500767332545747,0.00036410188035532117,0.00040093020068762177,0.00026531404388257406
25.0,60.0,4000.0,39,0.0001792972708092225,0.0002053989168252935,0.00023131365879585855,0.00024156139338306646,0.0002783475560054566,0.0003338087810164432,0.00036165318102455155,0.00025278225442317627
25.0,60.0,4500.0,39,0.00019127242510590407,0.00020092804557128474,0.00022376622827367993,0.0002319885181226187,0.00026314479848547586,0.0003075311486893661,0.00032743000096368294,0.00024302262372444475
25.0,60.0,5000.0,39,0.0001837151839179521,0.0001899793110227674,0.0002164914502257914,0.00022888435670338753,0.00025494264053190055,0.00028728279233576306,0.00029975092773603014,0.00023555373496590134
25.0,60.0,5500.0,39,0.00017021634770577864,0.00017832657686813198,0.0002136165260674016,0.00022587128664769182,0.0002481002531597269,0.000278012144675678,0.0002801986494678499,0.00022985283639709983
25.0,60.0,6000.0,39,0.00016259690876822412,0.00017191067225281112,0.00021310258412319283,0.00022238651921499897,0.00023984850947603604,0.0002641996019116127,0.0002764136209488002,0.00022566627891579358
25.0,60.0,6500.0,39,0.00016038454321418093,0.00017007484900301203,0.0002127133456652828,0.00022436843987319661,0.0002353984596781098,0.0002583282822450493,0.0002756252520691872,0.00022282475938539893
25.0,60.0,7000.0,39,0.00016015082815990935,0.0001713928385539986,0.00021088216988024455,0.0002231991663859662,0.0002375338252657792,0.0002550250231821712,0.0002746292788620364,0.0002211308146594662
25.0,60.0,7500.0,39,0.00015967082883594727,0.00017487411108365385,0.00020401646447509863,0.00022220556572203452,0.0002368126261506682,0.00025680706858302425,0.0002727349004047536,0.00022032312587783355
25.0,60.0,8000.0,39,0.00016324350532507823,0.00017991584145338326,0.0002012896766339571,0.00021902571625983497,0.00023662504618192682,0.0002631692838667064,0.00026953808235226183,0.0002200348741986871
25.0,60.0,8500.0,39,0.0001707141125130917,0.00018062459295180977,0.00020193510714030274,0.00021996304808668057,0.00023736866337884657,0.00026374232151160767,0.00026730932462260205,0.00021981415322176013
25.0,60.0,9000.0,39,0.00017350147720910687,0.00018050195496723334,0.0002033180837366553,0.00021983224736988932,0.00023653539096657613,0.000261020854178341,0.00026574091403897644,0.00021927072839122064
25.0,60.0,9500.0,39,0.0001680355387868767,0.00017743933808049258,0.0002066218224476228,0.0002163763936439516,0.00023367172022775636,0.00025917933523684106,0.0002605172550589056,0.00021824466046139774
25.0,60.0,10000.0,39,0.00016659374313371438,0.0001735901698398923,0.00020595098862686827,0.00021736849499868498,0.00023050251988696957,0.0002533816738674938,0.00025719605756701583,0.0002168328231400376
25.0,60.0,10500.0,39,0.0001686985744866461,0.0001724308166016298,0.00020384476916763145,0.00021670151756979336,0.00022678722866970272,0.0002460728001236494,0.0002551006824155527,0.00021525216122921605
25.0,60.0,11000.0,39,0.00017289827029311712,0.00017759940556559718,0.00020524035074840036,0.0002145262499897589,0.00022593327770271084,0.00024020201848499176,0.0002528723805666552,0.0002136764562260941
25.0,60.0,11500.0,39,0.00017859877516376944,0.00018434300813687538,0.00020427982780777445,0.0002126865716787812,0.000223263553045009,0.00023643130823364661,0.0002505370564073344,0.00021218786817192275
25.0,60.0,12000.0,39,0.0001801805565899114,0.00018446356608174655,0.00020211297288222048,0.00021062426790365572,0.00022415744357193347,0.00023448046642554485,0.0002480946319132259,0.00021084092351137833
30.0,80.0,0.0,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,80.0,500.0,39,0.0001478061746911328,0.0001599127327227103,0.00018763066544543594,0.0002146635608322299,0.00022580197577122066,0.0003020785848036797,0.00031032787924744937,0.00021631512884478553
30.0,80.0,1000.0,39,0.00017348478391305766,0.00018124874609227236,0.00022167892803507907,0.00025103444191972577,0.00027888353841792115,0.0004019202857074779,0.00041975416023530077,0.0002589774490508907
30.0,80.0,1500.0,39,0.00018857088977689753,0.0001951296648154728,0.00022556714453496614,0.0002599486416425596,0.00028507601392248685,0.0004191417105921708,0.0004465057420883441,0.00026735883942276804
30.0,80.0,2000.0,39,0.0001984891088789357,0.00020510433619735127,0.0002328932888331743,0.0002552941346514681,0.0002817687554215948,0.0004093556685245655,0.0004410472294472455,0.000267428697959461
30.0,80.0,2500.0,39,0.000200956152485085,0.0002048848350711756,0.00022847412582891884,0.00024858588269505003,0.00028218091514181447,0.0003925282697675906,0.0004242370647412473,0.0002635371644982743
30.0,80.0,3000.0,39,0.00020062987179578389,0.00020885022185390917,0.00022394237178626007,0.0002456670985636711,0.0002779768393615026,0.0003748791937673891,0.000404545565012961,0.0002579715149452896
30.0,80.0,3500.0,39,0.00020487328062888295,0.0002066822344047643,0.00021830208064093322,0.000241491694300606,0.000269754280031419,0.0003580692070163575,0.0003855482610887649,0.0002525227619742589
30.0,80.0,4000.0,39,0.0001924351810771364,0.0002040221804315309,0.00021918992760368744,0.00023827008152787593,0.00025905021356302245,0.00034260278850138334,0.00036869345398356896,0.00024825198071437685
30.0,80.0,4500.0,39,0.00019503989207955846,0.00020068312136392399,0.00021937985533180906,0.00023658212053105377,0.0002535344935216435,0.00032874746236405427,0.00035425748521767986,0.0002452953388260255
30.0,80.0,5000.0,39,0.00019592799442653473,0.0002056165724976891,0.00021841587488522437,0.00023619333368184156,0.0002568284683458345,0.00031668549812207823,0.00034182905733217225,0.0002431318624427857
30.0,80.0,5500.0,39,0.00019787474528472847,0.00020992602474913298,0.00021880019411531026,0.00023173843142122277,0.000253207813271363,0.0003064662729397772,0.00033071168214235933,0.00024119973410679208
30.0,80.0,6000.0,39,0.00020223391321253975,0.0002063021230461013,0.0002203037352047709,0.0002263678253943159,0.00024768985764912684,0.0002979362240558538,0.0003202526712987857,0.00023921693157443047
30.0,80.0,6500.0,39,0.00020186713274019733,0.0002037855952476165,0.0002157200940961384,0.00022969365193867215,0.0002517035765689893,0.00029073966862214407,0.0003100373054784345,0.00023707827283863295
30.0,80.0,7000.0,39,0.00019402238974562815,0.0002021460667793553,0.00021308469168147457,0.00023320525483795402,0.00024795435807601084,0.00028441245759715467,0.0002999353768520346,0.00023472610256969692
30.0,80.0,7500.0,39,0.0001864217190158197,0.00019332543614806723,0.0002093230766805233,0.00023459265117978896,0.00024788939262117597,0.0002785190522748165,0.0002900424485057123,0.0002321844680314616
30.0,80.0,8000.0,39,0.00018165720799116465,0.00018586663839862398,0.00020972598828860375,0.00023381958145555568,0.00024537910235608465,0.00027276311020770237,0.00028057906342107876,0.00022961230562029285
30.0,80.0,8500.0,39,0.00017501136870261424,0.0001826806185768837,0.00020983722361255522,0.00023308931144168016,0.00024368985771333027,0.0002669789722101902,0.0002736491137241818,0.0002272276889963267
30.0,80.0,9000.0,39,0.00016917895771059008,0.0001833138915190385,0.00020855839463276783,0.0002247961026719293,0.00024192286057150223,0.00026444484182681005,0.00026984215414677847,0.00022514675184733115
30.0,80.0,9500.0,39,0.00016516173240693492,0.00018544030078953454,0.00020700185011925934,0.00022113783978085734,0.00024045257045984402,0.0002608895668082836,0.0002712690195069764,0.00022329533751819507
30.0,80.0,10000.0,39,0.00016269180544696947,0.00018977183587534822,0.00020536535171174441,0.0002191531466200764,0.0002381618849377397,0.0002640847028031294,0.00027106566241964807,0.00022148044200299874
30.0,80.0,10500.0,39,0.00016121259799004725,0.00019071136295958956,0.0002006629093744123,0.00021652072226510595,0.00023429646165465723,0.000262780152273992,0.00026931396917866124,0.00021955379640513923
30.0,80.0,11000.0,39,0.000160058739957463,0.00018360854968519697,0.00019980579892307722,0.00021524688257942482,0.00023291785843334095,0.0002655636755033817,0.0002665438889658267,0.0002175315153026384
30.0,80.0,11500.0,39,0.0001586381668612031,0.00017884792693597512,0.00019622940198099793,0.00021330938664298427,0.00023267632085258294,0.00026470859906001,0.00026689315228136735,0.00021558788179862115
30.0,80.0,12000.0,39,0.00015656398232315245,0.0001757940198584152,0.00019042920540762325,0.0002114935006432953,0.00023365420657947789,0.0002611081961903921,0.00026603830075739714,0.00021394522654737217
